	0	1	2	3	4	5	6	7	8	9
alternierend	0	0	0	0	0	0	0	0	1	0
Dier	0	0	0	1	0	0	0	0	0	0
Lg	0	0	0	0	2	0	0	0	0	0
schaffe	0	1	0	1	0	1	1	1	0	0
gwisst	1	0	0	0	0	0	0	0	0	0
nit	3	2	0	0	0	0	0	0	0	0
Hä	0	0	0	1	0	0	0	0	1	0
ischetze	0	0	0	0	0	0	1	0	0	0
chaners	0	0	0	0	0	0	0	0	1	0
Bisch	0	1	2	0	0	1	0	0	0	0
hite	0	0	0	0	1	0	0	0	0	0
cati	0	0	0	0	1	0	0	0	0	0
hey	0	0	0	2	0	1	0	1	0	0
redactedQ9tokens49characters	0	1	0	1	0	0	2	0	0	0
idee	0	2	0	0	0	0	0	0	1	1
merk	1	0	1	0	0	0	0	0	0	0
hmmm	0	1	0	0	0	0	0	0	0	0
redactedQ3tokens15characters	0	0	1	1	1	0	1	2	1	0
immerhin	0	0	0	0	0	1	0	0	0	1
ufff	0	0	0	0	0	0	1	0	0	0
haltet	0	0	0	0	0	0	0	1	0	0
gian	0	0	0	0	0	0	0	0	1	0
don	0	0	0	0	0	0	1	0	0	1
juergen	0	0	0	0	1	1	0	0	0	0
redactedQ7tokens46characters	0	0	1	0	0	1	0	0	0	0
verzeiht	0	0	0	0	0	0	0	1	0	0
gsehnd	0	0	1	1	0	0	0	0	0	1
wends	0	0	0	0	0	1	0	0	0	0
bringets	0	0	0	0	0	0	0	0	1	0
sust	0	0	0	0	0	0	0	0	1	1
redactedQ5tokens21characters	0	0	0	0	2	1	1	0	1	0
prüefige	0	0	0	0	0	0	0	0	1	0
dini	0	0	0	0	0	2	2	2	0	1
naja	2	0	1	0	0	0	0	0	0	0
redactedQ2tokens11characters	0	1	1	2	1	0	1	1	2	0
redactedQ3tokens12characters	0	0	1	0	2	0	1	1	1	1
ol	0	0	0	0	1	0	0	0	0	0
redactedQ2tokens8characters	0	2	2	2	1	3	1	2	2	3
traiming	0	0	0	0	0	0	0	1	0	0
wen	0	0	0	0	0	0	0	0	0	1
wüsst	2	0	1	0	0	0	0	0	0	0
wenni	0	1	0	0	1	0	0	0	0	0
:(((	0	0	0	1	0	0	0	0	0	0
mein	0	0	0	1	1	1	0	0	0	0
redactedQ8tokens47characters	0	0	0	0	0	0	1	0	0	0
gschrie	1	0	0	0	0	0	0	0	0	1
gredt	0	1	0	0	0	0	0	0	0	0
abr	1	2	2	1	2	2	2	0	1	2
nachr	0	0	0	0	1	0	0	0	0	0
redactedQ3tokens9characters	0	0	0	1	1	1	0	0	0	0
schlaf	0	0	0	0	0	0	1	0	0	0
redactedQ2tokens5characters	0	0	0	0	1	1	0	1	0	0
kusseli	0	0	0	0	0	0	0	0	1	0
dariöggelii	0	1	0	0	0	0	0	0	0	0
redactedQ4tokens14characters	0	0	0	0	1	0	1	2	0	0
gratuliere	0	0	0	0	0	0	0	0	1	0
wuhuuu	0	0	0	0	0	0	0	0	0	1
erwartet	3	0	1	0	0	0	0	0	1	0
schicks	0	0	0	0	0	0	0	0	1	0
tag	0	1	0	3	2	1	1	1	0	1
wels	0	0	0	0	0	0	1	0	0	0
behunt	0	0	0	0	0	0	0	1	0	0
ergebnis	0	1	0	0	1	1	0	0	1	0
uni	0	0	0	0	1	0	0	0	0	0
zimmrr	1	0	0	0	0	0	0	0	0	0
tüfel	0	0	0	0	0	0	0	0	1	0
beides	0	0	0	0	0	1	1	0	0	0
redactedQ3tokens18characters	0	0	0	2	0	0	1	1	2	1
lala	0	0	0	0	0	0	0	0	1	0
zack	0	0	0	1	0	0	0	0	0	0
heiland	0	0	0	0	1	0	0	0	0	0
gaang	0	0	0	0	0	0	1	0	0	0
gaaang	0	0	0	0	0	0	0	0	0	1
wobi	0	0	0	0	1	0	0	0	0	0
dankee	0	0	0	0	0	1	0	0	0	0
hahahha	0	0	0	0	0	0	1	0	0	0
redactedQ4tokens22characters	0	1	0	0	0	2	0	1	0	0
redactedQ6tokens38characters	0	0	0	0	0	0	1	0	1	1
obline	0	0	0	0	0	1	0	0	0	0
wel	0	0	0	0	0	0	0	0	0	1
irr	0	0	1	0	0	0	0	0	0	0
untergwichtig	0	0	0	0	0	0	0	1	0	0
wichtigste	0	0	0	1	0	0	0	0	0	0
muskelkater	0	1	0	1	0	0	0	0	0	0
meega	0	0	0	1	1	1	0	0	0	0
glücklich	0	0	1	0	0	1	0	0	0	0
darioo	0	0	0	0	0	0	0	0	0	1
redactedQ11tokens53characters	0	0	0	1	1	0	0	0	0	0
shoppe	0	0	0	0	0	0	0	1	0	0
tschegge	1	0	0	0	0	0	0	0	0	0
redactedQ6tokens33characters	0	1	0	0	0	1	2	2	0	0
schaffed	0	0	0	0	0	0	1	0	0	0
lüt	0	0	1	0	0	0	0	0	1	0
ir	0	0	0	0	1	0	0	0	1	0
nono	0	0	0	0	0	1	0	0	0	0
redactedQ5tokens24characters	0	0	0	3	0	0	1	1	2	1
passwort	0	0	0	0	0	0	0	0	0	1
bedüte	0	0	0	0	1	0	0	0	0	0
gah	1	0	1	0	1	1	1	0	1	1
anim	1	0	0	0	0	0	0	0	0	0
aso	0	0	0	1	0	0	0	1	0	1
jep	0	0	0	0	1	0	0	0	0	1
nonie	0	0	0	0	0	0	0	0	1	0
zrug	0	0	0	0	0	0	0	1	0	0
keis	0	1	0	0	0	0	1	1	1	0
gebs	0	0	0	0	0	0	0	0	0	1
überrede	0	1	0	0	0	0	0	0	0	0
giulia	0	0	0	0	1	0	0	0	0	0
grüessli	0	0	0	0	0	0	0	0	1	0
:)))	0	0	0	0	0	0	0	0	0	1
möcht	0	0	0	0	0	1	0	0	0	0
moment	0	0	0	1	0	1	1	0	0	0
gmolde	1	0	0	0	0	0	0	0	0	0
ire	0	1	0	0	0	0	1	0	0	2
redactedQ10tokens70characters	0	0	0	0	0	0	0	0	1	0
ghört	0	0	0	0	0	0	0	0	1	2
möchtsch	1	0	0	0	0	0	0	0	0	0
hetsch	0	0	1	0	0	1	0	0	0	0
redactedQ24tokens116characters	0	0	0	0	0	0	0	1	0	0
müese	0	1	0	0	0	0	0	0	0	0
pibbo	0	0	0	0	0	1	0	0	0	0
dreckig	1	0	0	0	0	0	0	0	0	0
dermasse	0	1	0	0	0	0	0	0	0	0
weekend	0	0	1	1	0	0	0	0	0	1
jedes	0	1	0	0	1	0	0	0	0	1
afoch	0	0	0	0	0	1	0	0	0	0
machs	0	0	0	0	0	0	1	0	0	0
gfroget	0	0	0	0	1	0	0	0	0	0
oli	0	0	0	0	0	0	0	1	0	0
gosch	0	0	0	0	0	0	0	1	0	0
teile	0	1	0	0	0	0	0	0	0	0
kasse	0	0	0	1	0	0	0	0	0	0
samstig	0	0	0	0	1	0	1	0	1	1
lust	0	0	0	0	0	0	0	0	1	0
allefalls	0	0	1	0	0	0	0	0	0	1
ne	0	1	0	1	0	0	1	1	1	0
sunntig	0	0	0	1	0	0	0	0	0	0
gemerkt	3	3	0	0	0	0	0	0	0	0
hast	0	3	6	0	0	0	0	1	0	0
gesucht	0	0	0	0	3	0	0	0	0	0
Appel	0	0	0	0	0	3	0	0	0	0
lesen	0	3	0	0	0	0	0	0	0	0
beschäftig	0	0	0	0	3	0	0	0	0	0
warst	0	0	0	0	0	0	3	0	0	0
7	0	1	0	0	0	0	0	0	0	3
9	0	0	0	0	3	0	0	0	0	0
redactedQ4tokens23characters	0	0	2	0	0	0	0	0	0	0
!!!!	0	0	0	0	0	1	0	0	0	0
CONGRATS	0	0	0	0	0	0	1	0	0	0
redactedQ6tokens27characters	0	0	1	0	2	0	0	1	0	1
redactedQ6tokens42characters	0	0	0	0	0	0	0	0	1	0
fotografie	0	0	0	0	0	0	0	0	0	1
gmeind	0	2	0	0	0	0	0	0	0	0
vode	0	1	1	0	0	0	0	0	0	2
bestaetigt	0	0	0	1	0	0	0	0	0	0
abgstumme	0	0	0	0	0	1	0	0	0	0
k	0	0	1	0	0	0	0	0	0	0
NNN.-	0	0	0	0	0	0	1	0	0	0
zahlt	0	0	0	0	0	0	0	1	0	0
rest	0	0	0	0	0	0	0	0	1	0
ch	0	0	0	0	0	1	0	1	0	0
scjoen	0	0	0	0	0	0	0	1	0	0
noed	1	1	2	0	0	0	1	0	1	0
frank	0	1	0	0	0	0	0	0	0	0
redactedQ5tokens17characters	0	1	0	0	0	0	2	0	0	0
videos	0	0	0	0	0	0	1	0	0	0
jutub	0	0	0	0	0	0	0	1	0	0
muend	0	0	0	0	0	0	0	0	0	1
gwuesst	0	1	0	0	0	0	0	0	0	0
hender	0	0	1	0	0	0	0	0	0	0
redactedQ1tokens18characters	0	0	0	1	0	0	0	1	0	0
xeit	4	0	0	0	1	1	0	0	0	0
liebschte	0	0	0	0	0	0	0	1	0	0
xehni	0	1	0	0	0	0	0	0	0	0
abe	0	0	0	0	0	0	1	0	0	0
feld	0	1	0	0	0	0	0	0	0	0
sletzte	0	0	1	0	0	0	0	0	0	0
unterschribi	0	0	0	0	1	0	0	0	0	0
1	0	0	2	0	0	0	4	1	1	0
xi	4	0	0	1	0	0	1	0	1	1
dusse	0	0	0	0	1	0	0	0	0	0
20	0	0	0	0	0	1	1	0	0	0
usgschlosse	0	0	0	0	0	0	0	0	0	1
bliibe	0	0	0	1	0	0	0	0	0	0
oi	0	0	0	0	1	0	0	0	1	0
wett	2	3	0	0	0	0	1	0	0	0
redactedQ2tokens9characters	0	1	3	2	3	3	0	0	1	0
heia	0	0	0	0	0	0	0	0	0	1
philip	1	0	0	0	0	0	0	0	1	0
élo	0	0	0	1	0	0	0	0	0	0
bide	0	0	0	0	1	0	0	0	0	0
nix	0	0	0	0	0	2	0	0	0	0
redactedQ7tokens34characters	1	0	0	1	0	0	0	1	0	0
ahahaha	0	1	0	0	1	0	0	0	1	0
mueter	0	0	1	1	0	0	0	0	0	0
elter	0	0	0	0	0	0	1	0	0	0
fruendin	0	0	0	0	0	0	0	0	1	0
elmar	0	0	1	0	0	0	0	0	0	0
sucht	0	0	0	0	1	0	0	0	0	0
ledig	0	0	0	0	0	1	0	0	0	0
bauer	0	0	0	0	0	0	1	0	0	0
ahahahah	0	0	0	0	0	0	0	0	0	1
liebi	0	0	0	1	0	0	0	0	0	1
klappt	0	0	0	0	1	0	2	0	0	0
chloé	0	0	0	0	0	0	0	0	0	1
xicht	0	0	0	0	0	1	0	0	0	0
mim	0	0	2	1	1	1	1	1	2	1
usschnitt	0	0	0	0	0	0	0	0	1	0
anezoomte	0	0	0	0	0	0	0	0	0	1
wuesst	0	1	0	0	0	0	0	0	0	0
redactedQ7tokens38characters	0	0	0	0	0	2	1	0	2	0
garten	0	0	0	0	0	0	0	1	0	0
gerolds	0	0	0	0	0	0	0	0	1	0
linker	0	0	1	0	0	0	0	0	0	0
paarne	0	0	0	1	0	0	0	0	0	0
schaetzed	0	0	0	0	0	0	1	0	0	0
opfer	0	0	0	0	0	0	0	0	0	1
nerd	1	0	0	0	0	0	0	0	0	0
bischn	0	1	0	0	0	0	0	0	0	0
antwortet	0	0	0	1	0	0	0	0	0	0
redactedQ1tokens8characters	0	0	1	1	1	0	0	1	1	0
redactedQ7tokens33characters	0	0	0	0	1	0	0	0	1	0
redactedQ9tokens37characters	0	0	0	0	1	0	1	1	0	2
vrsproche	1	0	0	0	0	0	0	0	0	0
mr	0	1	0	0	0	0	0	0	0	0
uerä	0	0	0	0	0	0	0	1	0	0
donnstig	1	0	0	0	0	1	0	0	0	0
Chume	0	0	0	0	0	0	0	1	0	0
nimme	0	0	2	1	0	0	0	0	0	0
redactedQ2tokens15characters	0	0	0	2	1	0	0	1	0	0
time	0	0	1	0	0	1	0	0	0	0
your	0	0	0	0	0	0	1	0	0	0
take	0	0	0	0	0	0	0	1	0	0
redactedQ7tokens35characters	0	0	0	0	0	0	0	0	0	2
abig	0	0	0	1	1	1	1	1	0	0
guete	0	0	2	1	2	0	2	2	0	0
rechtsberatig	0	0	0	0	0	0	0	1	0	0
werish	0	1	0	0	0	0	0	0	0	0
dihei	0	1	1	1	0	0	0	0	0	0
frage	0	0	0	0	0	1	1	0	0	0
;*	0	0	0	0	0	2	0	0	1	0
shriebe	0	0	0	0	0	0	0	0	0	1
pa	0	0	0	0	0	0	1	0	0	0
Morge	0	0	0	1	1	0	0	0	0	1
verständlich	1	0	0	0	0	0	0	0	0	0
vergesse	4	0	1	0	0	0	0	1	0	0
erledige	0	0	0	0	0	0	1	0	0	0
sache	0	0	0	0	0	0	0	0	1	1
Shad	2	1	0	0	0	0	0	0	0	0
bedüted	0	0	0	1	0	0	0	0	0	0
öpis	0	0	0	0	1	0	1	0	0	0
sofern	1	0	0	0	0	0	0	0	1	0
Samstig	0	0	0	0	0	1	0	0	0	0
Mittwochnamittag	0	0	0	0	0	0	0	1	0	0
wiitergeh	0	0	1	0	0	0	0	0	0	0
dinere	0	0	0	0	0	0	0	1	1	0
:*	0	0	0	0	0	3	1	1	0	0
Hallo	0	0	0	0	0	0	0	1	0	0
riesig	0	1	0	0	0	0	0	0	0	0
Chance	0	0	0	1	0	0	0	0	0	0
Hei	0	0	0	0	0	0	0	1	0	0
doof	0	2	0	1	0	0	1	0	1	0
sish	0	0	1	0	0	0	0	0	0	0
düme	1	0	0	0	0	0	0	0	1	0
ahgeh	0	1	0	0	0	0	0	0	0	0
Zensurfiir	0	0	0	0	0	0	1	0	0	0
Wege	0	0	1	0	0	0	1	0	1	0
heißt	0	0	2	0	0	0	0	0	0	0
dann	0	0	0	3	0	0	0	0	1	0
schickst	0	0	0	0	0	2	0	0	0	0
niemandem	0	0	0	0	0	0	2	0	0	0
einfach	0	1	1	1	0	0	0	0	0	0
somit	0	0	0	1	0	0	0	0	0	0
ihnen	0	0	0	0	1	0	0	0	1	1
sage	0	1	0	0	0	1	0	1	0	0
magst	0	0	0	0	0	0	0	0	1	0
heissts	0	2	0	0	1	0	0	0	0	0
Vllt	0	0	1	1	0	1	0	0	0	0
redactedQ12tokens61characters	0	1	0	1	0	0	0	0	0	0
okee	0	0	0	0	0	1	0	0	0	0
redactedQ10tokens46characters	0	0	0	0	0	0	0	1	1	0
Verzell	0	0	0	0	1	0	0	0	0	1
Woher	0	1	0	1	0	0	0	0	0	0
redactedQ35tokens176characters	0	0	0	1	0	0	0	0	0	0
Yes	0	0	0	0	0	1	0	0	0	0
redactedQ9tokens44characters	0	0	1	0	1	0	1	0	0	0
redactedQ4tokens27characters	0	0	0	0	0	0	0	0	1	0
redactedQ9tokens50characters	0	0	0	0	0	0	0	0	0	1
redactedQ25tokens130characters	0	0	0	1	0	0	0	0	0	0
get	0	0	0	0	0	0	1	0	0	0
sech	0	1	0	0	0	0	0	1	0	1
ender	1	1	0	0	0	0	0	0	0	0
ehr	0	1	0	0	0	0	0	0	0	1
erklär	1	0	0	0	0	0	0	0	0	0
gsesch	0	0	0	0	0	1	0	0	0	0
ehn	0	0	0	1	0	0	0	0	1	0
Wennd	0	0	0	0	0	0	0	0	0	1
nome	0	2	1	0	0	0	1	0	0	1
probiere	0	0	0	0	1	0	0	1	0	0
mosch	0	0	0	0	0	0	0	0	0	1
demet	1	1	0	0	0	0	0	0	0	0
abmache	0	0	0	0	1	0	1	0	0	0
zue	0	0	0	0	0	0	1	1	0	1
imfall	1	0	0	2	0	2	2	0	0	0
ehrlich	0	0	0	0	0	0	1	0	1	0
Selli	0	0	0	0	0	0	0	0	0	1
gwartet	1	0	0	0	0	0	0	0	0	0
hött	0	1	0	0	0	0	0	0	0	0
bes	0	0	1	0	0	0	0	0	0	0
redactedQ14tokens73characters	0	0	0	0	0	0	0	1	0	0
homo	0	0	0	0	0	0	0	0	0	1
schribt	0	0	0	0	0	0	1	0	0	0
zrugg	0	1	0	0	0	0	2	1	0	0
redactedQ10tokens62characters	0	0	0	1	0	0	0	0	0	0
Hab	0	0	0	0	0	0	0	0	1	0
selli	0	1	1	0	0	0	0	0	0	0
Odr	0	1	0	1	0	0	0	0	0	0
redactedQ2tokens24characters	0	0	0	0	1	0	0	0	0	0
schribi	0	0	0	0	0	0	0	1	0	0
Trotzdem	0	0	0	0	0	0	0	0	1	0
kabutt	1	0	0	0	0	0	0	0	0	0
Weisses	0	0	0	0	0	0	1	0	0	0
redactedQ6tokens28characters	0	0	1	0	0	1	1	1	0	0
lese	0	0	0	0	0	0	0	0	1	0
persone	1	0	0	0	0	0	0	0	0	0
vell	0	0	1	0	0	0	0	0	0	0
gaaanz	0	0	0	1	0	0	0	0	0	0
lösche	0	0	0	0	0	0	0	0	0	1
well	1	0	1	0	1	0	0	0	0	0
erhoff	0	0	0	0	0	0	1	0	0	0
redactedQ19tokens94characters	0	0	0	0	0	0	0	0	1	0
bringt	0	0	0	0	0	0	0	0	0	1
ben	0	0	0	0	1	0	0	1	1	0
redactedQ8tokens36characters	0	0	0	0	0	1	1	1	0	0
wörkli	1	2	0	0	0	0	1	0	0	0
Nee	0	0	0	0	0	0	0	0	1	0
redactedQ200tokens1276characters	0	0	0	1	0	0	0	0	0	0
redactedQ9tokens39characters	0	0	0	0	0	1	0	0	0	1
redactedQ3tokens17characters	0	0	0	1	1	0	1	0	1	2
Nur	0	0	1	0	0	1	0	0	1	0
anymore	0	0	0	0	0	0	0	1	0	0
about	0	0	0	0	1	0	0	0	0	1
ablenke	0	0	0	0	0	0	0	0	1	0
liecht	0	0	0	0	0	0	0	0	0	1
getraut	0	0	0	0	1	0	0	0	0	0
mech	0	0	1	1	0	0	1	0	0	0
aspreche	0	0	0	0	0	0	0	0	0	1
vorschlah	2	0	0	0	0	0	0	0	0	0
chönnt	0	1	1	0	0	2	0	0	1	0
redactedQ2tokens18characters	0	0	0	0	0	1	0	0	0	0
dezue	1	1	0	0	0	0	1	0	0	0
bliibt	0	0	0	0	0	0	0	0	1	1
emojiQsmilingFaceWithOpenMouthAndColdSweat	0	0	0	0	1	0	0	0	1	0
Jaaa	0	0	0	0	0	0	0	1	0	0
redactedQ5tokens36characters	0	0	0	1	0	0	0	0	1	0
besitze	0	0	0	0	0	0	1	0	0	0
welche	0	0	0	0	0	0	0	0	0	1
vellne	0	0	0	0	0	1	0	0	0	0
fo	0	0	0	0	1	0	1	0	0	0
vorstelle	1	1	0	0	0	0	0	0	1	0
redactedQ5tokens30characters	0	0	0	0	1	0	2	0	0	0
interesse	0	0	0	0	0	0	0	0	0	1
vllt	0	0	0	2	0	0	0	1	0	0
Jaajo	0	0	0	0	0	0	0	1	0	0
redactedQ11tokens57characters	0	0	0	0	0	1	0	0	1	0
nachdem	0	0	1	0	0	0	0	1	0	0
erwarte	1	1	0	0	0	0	0	0	0	1
gnue	1	0	0	0	0	0	0	0	0	0
debi	0	0	0	0	0	1	0	1	0	0
öberhaupt	0	0	0	0	0	1	0	1	0	0
Mer	0	1	0	0	0	0	0	0	0	0
redactedQ7tokens29characters	0	0	1	0	1	0	0	1	0	2
Ned	1	0	0	0	0	0	0	0	0	0
wör	0	0	0	1	0	0	0	0	0	0
redactedQ10tokens45characters	0	0	0	0	1	0	1	0	0	0
Oh	0	0	0	1	1	0	0	1	0	0
Ciao	0	0	0	0	0	0	0	1	0	0
schlafe	0	0	0	0	0	0	0	0	0	1
Ehm	0	0	0	1	1	0	0	0	0	0
missverstande	0	0	0	0	0	0	0	1	0	0
redactedQ8tokens40characters	0	0	0	1	1	0	1	0	0	0
redactedQ7tokens26characters	0	0	0	0	1	0	0	0	0	0
wärsch	0	0	0	0	0	0	0	0	1	0
schönner	0	0	0	0	0	0	0	1	0	0
veell	0	0	0	0	0	0	0	0	1	0
rechtig	0	1	0	0	0	0	0	0	0	0
schisst	0	0	0	0	1	0	0	0	0	0
maann	0	0	0	0	0	0	1	0	0	0
redactedQ8tokens37characters	0	1	0	0	1	0	0	1	0	1
Fendes	0	1	0	0	0	0	0	0	0	0
umso	0	0	0	0	0	0	0	1	0	0
welli	1	2	1	0	0	0	0	0	0	0
redactedQ7tokens44characters	0	0	0	0	1	0	0	0	0	2
Zu	0	0	0	0	0	0	1	1	0	0
sms	0	0	0	0	0	1	1	0	0	0
Log	0	0	0	1	0	0	1	0	0	0
tuni	0	0	0	0	0	0	1	0	0	1
Oder	1	1	0	0	1	0	0	0	0	0
abgseit	0	0	0	0	0	0	0	1	0	0
franzl	0	0	0	0	0	0	0	0	0	1
nachz	0	0	0	0	0	0	1	0	0	0
immerno	0	0	0	0	0	0	0	1	1	0
Ka	0	0	0	0	0	1	1	0	0	1
schike	0	0	0	1	0	0	0	0	0	0
Chönntsch	0	0	0	1	1	0	0	0	0	0
trotzdem-	0	0	0	0	0	0	0	1	0	0
gwösst	1	0	0	0	0	0	0	0	0	0
Heyo	0	0	0	0	0	0	0	1	0	0
redactedQ19tokens110characters	0	0	0	0	0	1	0	0	0	0
vermuatig	0	0	0	0	0	0	0	1	0	0
<3	0	0	0	0	1	0	0	0	0	0
Viel	0	0	0	0	0	0	0	1	1	0
gaanz	0	0	0	0	0	0	0	0	1	0
haisst	2	0	0	0	0	0	0	0	0	0
lo	0	0	0	0	1	0	0	0	0	0
unterschriba	0	0	0	0	0	1	0	0	0	0
nonia	0	0	0	0	0	0	1	0	0	0
willi	1	0	0	0	0	0	0	1	0	0
ez	0	1	0	0	1	0	3	1	0	0
redactedQ10tokens54characters	0	0	1	0	0	0	1	1	0	0
ufpassa	0	0	0	0	0	0	0	0	1	0
sälber	0	0	0	0	0	1	0	0	0	1
Sry	1	0	1	0	0	0	0	1	0	0
schluss	0	0	0	0	0	0	0	0	1	0
diar	0	1	0	1	0	0	0	0	1	1
Schuldig	1	0	0	0	0	0	0	0	0	0
;))	0	0	1	0	0	0	1	0	0	0
ufgreggt	0	0	0	1	0	0	0	0	0	0
aifach	0	1	0	0	2	0	0	2	0	0
niamert	0	0	0	0	0	0	0	0	0	1
wonni	0	0	1	0	0	0	0	0	0	0
usglacha	0	0	0	1	0	0	0	0	0	0
hoara	0	0	1	1	1	0	0	0	0	0
Aisha	0	0	0	0	0	0	0	0	1	0
kha	1	0	0	0	0	0	1	0	1	0
fall	0	0	0	1	0	1	0	0	0	0
ahsag	0	0	0	0	0	0	0	0	1	0
klaari	0	0	0	0	0	0	0	1	0	1
ebba	1	0	0	0	1	0	1	0	0	0
glauba	0	1	0	0	0	0	0	0	0	0
redactedQ14tokens68characters	0	0	0	0	1	0	0	1	0	0
findi	0	0	0	0	0	0	0	1	0	0
nd	1	0	3	2	2	0	1	0	1	3
denka	0	1	0	0	0	0	0	0	0	0
loh	0	0	0	1	0	0	0	1	0	0
zappla	0	0	0	0	1	0	0	0	0	0
öppert	0	0	0	0	0	1	0	0	0	0
nia	0	0	0	0	0	0	1	0	2	0
würr	0	0	0	0	0	0	0	1	0	0
dh	1	0	0	0	0	0	0	0	0	0
halba	0	0	0	0	0	0	0	1	0	0
macha	2	0	0	0	0	0	0	0	0	0
iwia	0	1	0	1	0	0	0	0	0	1
kama	0	0	1	0	0	0	0	0	0	0
Okii	0	0	0	1	0	1	0	0	0	0
redactedQ19tokens90characters	0	0	0	0	0	0	1	0	0	0
sus	0	0	0	0	0	0	0	0	1	0
problem	0	5	5	2	1	1	1	1	0	0
Naii	0	0	0	0	1	0	0	0	0	1
redactedQ16tokens78characters	0	0	0	0	0	1	0	0	0	0
nenna	0	0	0	0	0	0	0	1	0	0
notwehr	0	0	0	0	0	0	0	0	1	0
komish	1	1	0	0	0	0	0	0	0	0
kli	0	0	1	0	1	0	0	0	0	0
schu	0	0	0	1	0	0	1	0	0	0
dasses	0	0	0	0	1	0	0	0	0	1
redactedQ8tokens46characters	0	0	1	0	0	0	1	0	0	0
nümm	0	0	0	0	1	0	0	0	1	0
redactedQ15tokens64characters	0	0	0	0	0	0	0	0	0	1
grössta	0	0	1	0	0	0	0	0	0	0
Ne	0	1	1	0	1	0	0	1	0	0
redactedQ15tokens68characters	0	0	0	0	0	1	1	0	0	0
hoffs	0	0	0	0	1	0	0	0	0	0
Hm	0	0	0	0	0	0	0	0	1	0
redactedQ16tokens77characters	0	0	0	0	0	0	0	0	0	1
waiss	2	0	0	1	0	0	0	0	0	0
ganga	0	0	0	0	1	0	0	0	0	0
bett	0	0	0	0	0	1	0	0	2	0
ins	0	0	0	0	0	0	1	0	0	0
wella	2	0	0	0	0	0	0	0	0	0
naii	0	0	0	0	0	0	0	1	0	0
aim	0	0	1	0	0	0	0	0	0	0
abwiisend	0	0	0	0	0	0	1	0	0	0
Naja	0	0	0	0	0	0	1	0	0	1
Ish	0	0	1	1	0	0	0	0	0	0
kumma	0	0	0	0	1	0	0	0	0	1
shaiSse	0	0	0	0	0	0	1	0	0	0
redactedQ25tokens146characters	0	0	0	0	0	0	0	0	1	0
rota	0	1	0	0	0	0	0	0	0	0
törfsh	0	0	1	0	0	0	0	0	0	0
sämi	0	0	0	0	0	1	0	0	0	0
vum	0	0	0	0	0	0	1	0	0	0
klassafoti	0	0	0	0	0	0	0	1	0	0
waish	1	1	1	1	0	0	0	0	0	0
drbi	0	0	0	0	1	0	0	0	0	0
wemmer	0	0	0	0	0	0	1	0	0	0
gfunda	0	0	0	0	0	1	0	0	0	0
hamma	0	0	0	0	0	0	1	0	0	0
hans	0	0	3	1	1	0	0	0	1	0
redactedQ33tokens171characters	0	0	1	0	0	0	0	0	0	0
????	0	0	0	1	0	0	0	0	0	0
Warum	0	0	0	0	3	0	0	0	0	0
redactedQ16tokens84characters	0	0	0	0	0	0	1	0	0	0
natürlich-	0	0	0	0	0	0	0	0	0	1
ahgfanga	0	0	0	1	0	0	0	0	0	0
hanni	0	1	0	0	1	0	1	0	0	0
zruggfroga	0	0	0	0	0	1	0	0	1	0
segga	0	0	0	0	0	0	0	1	0	0
ihra	0	0	0	0	0	0	0	0	0	1
schuu	0	0	0	0	0	1	0	0	0	0
Joo	0	0	0	0	0	0	1	1	0	0
Bis	0	1	1	0	0	0	0	0	0	0
glaubi	0	1	0	0	0	1	1	0	0	0
redactedQ37tokens190characters	0	0	0	0	0	0	0	0	1	0
gebetet	1	0	0	0	0	0	0	0	0	0
sit	0	0	0	2	0	0	1	0	0	0
garni	1	0	0	0	0	0	0	0	0	0
Mhm	0	0	0	1	0	1	1	0	1	0
redactedQ30tokens148characters	0	0	0	0	0	0	0	1	0	0
Joops	0	0	0	0	0	0	0	0	0	1
sägga	2	0	0	0	0	0	0	0	0	0
anderna	0	1	0	0	0	0	0	0	0	0
kash	0	0	1	1	0	0	0	0	0	0
latin	0	0	0	0	0	1	0	0	0	0
mäntig	0	0	0	0	1	0	0	0	0	0
kriagi	0	0	0	0	0	0	1	0	0	0
dia	0	0	0	0	0	0	0	1	0	1
nohdenka	0	0	0	1	0	0	0	0	0	0
ziit	2	1	0	0	0	1	2	2	0	0
tot	0	0	0	0	0	0	0	0	0	1
ligt	0	0	0	0	1	0	1	0	0	0
bish	0	0	0	1	1	1	0	1	1	0
wia	0	1	0	0	0	0	0	0	0	1
vu	0	0	1	0	0	0	0	1	0	1
gian-luca	0	0	0	0	0	0	0	1	0	0
drgega	0	1	0	0	0	0	0	0	0	0
könnti	0	0	0	1	0	0	0	0	0	0
dur	0	2	0	0	0	1	0	0	0	0
übbera	1	0	0	0	0	0	0	0	0	0
shnell	0	0	2	0	0	0	0	0	0	0
kunnt	0	0	0	0	1	0	0	0	1	0
extra	0	0	0	1	0	0	0	1	0	0
machens	0	0	0	0	0	0	0	0	0	1
wüssen	1	0	0	0	0	0	0	0	0	0
miar	0	1	0	0	0	1	0	0	0	0
redactedQ18tokens105characters	0	0	0	0	0	1	0	0	0	0
blööd	0	0	0	0	0	0	0	0	0	1
logish	2	0	0	0	0	0	0	0	0	0
aig	0	1	0	0	0	0	0	0	0	0
redactedQ13tokens86characters	0	0	0	0	0	0	0	1	0	0
schaiSse	1	0	0	0	0	1	0	0	0	0
