	0	1	2	3	4	5	6	7	8	9
chend	0	0	0	0	1	0	0	0	0	0
schafft	0	0	0	0	0	0	0	0	0	1
gschribe	0	2	0	0	0	0	0	0	0	1
emojiQseeNoEvilMonkey	0	0	0	2	1	1	3	0	0	1
sexy	0	0	1	0	0	1	0	0	0	0
egal	0	0	0	0	1	1	0	1	2	0
saisch	0	1	0	0	0	0	0	0	0	0
söll	0	0	0	5	1	0	1	0	0	1
schiebe	0	0	0	0	0	0	0	1	0	0
zämehebed	0	0	1	0	0	0	0	0	0	0
dankeeh	0	0	0	1	0	0	0	0	0	0
alles	4	3	2	1	1	1	0	0	0	0
dicherdoch	0	0	0	0	0	0	0	0	1	0
musch	0	0	1	0	1	0	1	0	0	0
voir	0	0	0	1	0	0	0	0	0	0
konjugiere	0	0	0	0	1	0	0	0	0	0
je	0	0	1	0	0	0	0	2	1	0
voiS	0	0	0	0	0	0	0	0	1	0
fan	0	0	0	1	0	0	0	0	0	0
heirate	0	0	0	0	1	0	0	0	0	0
tickets	0	0	1	0	0	0	0	0	0	0
überchömed	0	0	0	1	0	0	0	0	0	0
gwünned	0	0	0	0	0	0	1	0	0	0
emojiQflexedBiceps	0	0	0	0	0	0	0	0	1	1
klappet	1	1	1	1	0	0	0	0	0	0
cooll	0	0	0	1	0	0	0	0	0	0
iaa	0	0	0	0	1	1	0	0	0	1
emojiQsmilingFaceWithHeartShapedEyes	0	0	0	0	2	1	1	1	2	2
chilled	0	0	0	0	0	0	0	0	0	1
präteritum	0	0	0	1	0	0	0	0	0	0
perfek	0	0	0	0	0	1	0	0	0	0
latein	0	0	0	0	0	0	0	1	0	0
oderso	0	0	0	0	0	1	0	0	1	0
mummer	0	0	0	0	0	0	0	0	0	1
solang	0	1	0	0	0	0	0	0	0	0
gwartet	0	0	1	0	0	0	0	0	0	0
bis	2	3	1	1	2	0	2	1	2	1
gäh	0	0	0	1	2	0	0	0	1	1
blibt	0	0	1	1	1	0	0	0	0	1
emojiQwearyFace	0	0	0	1	0	0	0	0	0	0
gruess	0	0	0	0	0	1	0	0	0	0
vode	0	0	0	0	0	0	2	0	0	0
cath	0	0	0	0	0	0	0	1	0	0
znett	0	0	1	0	0	0	0	0	0	0
uso	0	0	0	1	0	0	0	0	0	0
oferso	0	0	0	0	0	0	0	1	0	0
nett	0	0	1	0	0	0	0	0	0	1
ihni	0	0	1	0	0	0	0	0	0	0
tschii	0	0	0	1	0	0	0	0	0	0
umelaufe	0	0	0	0	1	0	0	0	0	0
eif	0	0	3	0	0	2	0	1	0	0
abhaue	0	0	0	1	0	0	0	0	0	0
ruum	0	1	0	0	0	0	0	0	0	0
schön	0	0	2	0	0	0	1	1	2	0
warm	0	0	0	1	0	0	0	0	0	0
wird	0	1	8	6	7	7	1	5	2	5
gahni	0	0	0	0	0	0	1	0	0	0
go	0	2	0	2	5	4	2	2	1	1
dusche	0	0	0	0	0	0	0	0	1	0
ide	0	2	1	1	2	1	0	0	0	1
mueter	0	0	0	0	0	0	0	1	0	0
drozdem	0	1	0	0	0	0	0	0	0	0
zäme	0	3	3	0	0	0	0	0	2	0
i	70	6	5	8	7	8	6	8	6	2
chömed	1	0	3	0	1	0	1	0	1	0
susch	0	0	0	0	0	2	2	1	0	0
test	0	1	0	1	0	0	0	0	0	0
iisch	0	0	0	1	0	0	0	0	0	0
würsch	0	0	1	0	0	0	0	0	0	0
näh	0	0	0	1	0	0	0	0	0	1
emojiQcryingCatFace	0	0	0	0	3	0	0	0	0	0
why	0	0	0	0	1	1	0	1	0	0
:'(	0	0	0	0	0	0	0	0	0	1
vollidiot	0	0	1	0	0	0	0	0	0	0
toll	0	0	0	0	1	0	0	0	0	0
mitem	0	2	0	1	0	0	1	0	0	0
leandre	0	0	1	0	0	0	0	0	0	0
.....	0	0	0	1	0	0	0	0	0	0
sprechet	0	0	0	0	0	0	0	0	0	1
mitnäh	0	0	0	0	1	0	0	0	0	0
ookiii	0	0	0	0	0	0	1	0	0	0
biiiitttteeeee	0	0	0	0	0	0	0	0	0	1
ab	0	1	3	0	1	0	0	1	0	2
zue	0	0	0	0	3	1	0	0	1	0
chas	0	0	0	0	0	0	1	0	0	0
ia	0	0	0	0	0	0	0	1	0	0
verstah	0	0	0	0	0	0	0	0	1	0
verletzt	0	0	1	0	0	0	0	0	0	0
gfühl	1	0	1	0	1	0	1	1	1	0
nume	0	0	1	0	0	0	0	1	0	0
maitli	0	0	0	1	0	0	0	0	0	0
ahluegt	0	0	0	0	1	0	0	0	0	0
sache	0	3	1	0	1	1	0	1	0	0
nervt	0	0	1	0	0	0	0	0	0	0
iiversüchtig	0	1	0	0	0	0	1	0	0	0
versueche	0	0	0	0	0	0	0	1	0	0
halt	0	2	2	1	0	2	1	2	2	0
geili	0	0	0	1	0	0	0	0	0	0
fraue	0	1	0	0	1	0	0	0	0	0
irgendwie	0	1	0	0	1	0	2	0	1	0
zil	0	0	1	0	0	0	0	0	0	0
öppis	1	6	6	1	1	2	2	0	0	0
kläre	0	0	1	0	0	0	0	0	0	0
schritt	0	0	0	0	0	0	0	1	0	0
uusgrastet	0	0	1	0	0	0	0	0	0	0
gar	0	2	3	3	0	1	0	3	0	0
jap	0	0	0	0	0	0	0	0	1	0
genau	0	0	1	0	0	0	0	1	0	1
bös	0	0	0	1	1	1	0	0	1	0
gmeint	0	1	0	1	1	1	1	2	0	1
sondern	0	0	0	0	0	0	1	0	1	0
wot	0	0	0	2	0	0	0	0	0	0
löse	0	0	0	0	1	0	1	0	0	0
überhaubt	0	1	0	0	0	0	0	0	0	0
blöd	0	1	0	0	0	0	2	0	0	0
internet	0	0	0	0	0	0	0	0	0	1
passiere	0	1	0	0	0	0	0	0	0	0
entschide	0	0	0	0	0	1	0	0	0	0
während	0	1	0	0	0	0	1	0	0	0
saish	0	0	0	0	0	0	0	0	0	1
adé	0	0	1	0	0	0	0	0	0	0
kännt	0	0	0	0	1	0	0	0	0	0
gits	1	0	0	0	0	0	0	1	0	0
bitchfight	0	0	0	0	0	0	0	0	0	1
ahklicke	0	0	0	1	0	0	0	0	0	0
video	0	0	0	0	0	0	0	0	1	0
chunt	0	1	2	3	0	0	0	0	0	1
kein	0	1	1	1	0	0	2	0	1	0
schmelzpunkt	0	0	0	1	0	0	0	0	0	0
würklich	0	0	0	1	0	0	0	2	0	0
flüssig	0	0	0	0	0	0	0	0	1	0
lüci	0	0	1	0	0	0	0	0	0	0
ahlütet	0	0	0	1	0	0	0	0	0	0
ewig	0	0	1	0	0	0	0	0	1	0
langi	0	0	0	0	0	0	0	0	0	1
am	6	27	15	10	5	2	3	5	5	8
ahfang	0	0	0	0	0	0	0	1	0	0
film	0	1	2	0	0	0	0	0	2	1
ali	1	0	0	0	0	0	0	0	0	0
chrank	1	2	1	0	0	0	0	0	0	0
neeii	0	0	0	0	1	0	0	0	0	0
glaub	0	0	0	0	1	1	0	0	1	3
grad	2	6	1	4	0	0	6	1	0	4
gaht	0	0	0	5	2	3	2	0	0	0
vergesse	0	0	1	1	0	0	1	0	0	0
bayarn	1	0	0	0	0	0	0	0	0	0
meinsch	0	2	0	0	0	1	0	0	0	1
ahahahahaha	0	0	0	1	0	0	0	0	0	0
brudi	0	0	0	0	0	0	1	0	0	0
sis	2	1	0	1	0	0	0	0	0	0
bett	0	1	2	2	1	0	0	0	1	0
fäderet	0	0	0	1	0	0	0	0	0	0
figge	0	0	0	0	0	1	0	0	0	0
hahaahah	0	0	0	0	0	0	0	1	0	0
gester	0	2	0	1	1	0	0	0	0	0
11ii	0	0	0	1	0	0	0	0	0	0
ff	0	0	0	0	0	0	1	0	0	0
spiel	0	1	0	1	0	0	0	0	0	1
bechunt	0	0	0	0	1	0	0	0	0	0
emojiQconfoundedFace	0	0	0	0	0	1	0	0	0	1
boaaah	0	0	0	0	0	0	0	0	1	0
shit	0	0	0	0	0	0	0	0	0	2
eusi	0	1	0	0	0	0	0	0	0	1
schicksch	0	0	0	2	1	0	0	0	0	0
hahaahha	0	0	0	0	0	0	0	1	0	0
lande	0	0	1	0	0	0	0	0	0	0
eyy	0	0	0	0	0	1	0	0	0	0
emojiQangryFace	0	0	0	0	0	0	0	2	0	0
nedrichig	0	0	0	0	0	0	0	0	0	1
liebsch	0	0	1	0	0	0	0	0	0	0
glaubt	0	0	0	1	0	0	1	0	0	0
doocohh	0	0	0	0	0	1	0	0	0	0
??!	0	0	0	0	0	0	1	0	0	0
sheeet	0	0	0	0	0	0	0	1	0	0
:O	0	0	0	0	0	0	0	0	1	0
ihres	0	0	1	0	0	0	0	0	0	0
bild	0	0	0	1	0	0	0	0	0	0
gliket	0	0	0	0	1	0	0	0	0	0
bim	0	3	1	1	4	0	2	2	1	2
arzt	0	0	1	0	0	0	0	0	0	0
merci	0	0	0	0	0	0	0	2	0	1
ihhe	0	1	0	0	0	0	0	0	0	0
reiefg	0	0	1	0	0	0	0	0	0	0
1	0	1	3	1	1	2	0	0	2	0
3	0	2	5	2	0	1	1	1	1	0
4	0	0	1	0	1	0	3	0	1	1
gschickt	0	0	2	0	1	0	0	0	0	0
emojiQpurpleHeart	0	0	0	0	0	0	1	0	0	0
sylva	0	1	0	0	0	0	0	0	0	0
uuspannt	0	0	0	0	1	0	0	0	0	0
damit	0	3	0	0	0	2	0	0	0	1
schluss	1	0	0	1	0	0	0	0	1	0
beliebt	0	0	0	0	0	1	1	0	0	0
selber	0	0	1	2	0	0	1	0	0	0
umbringen	0	0	0	1	0	0	0	0	0	0
ohh	0	0	0	0	2	0	0	0	0	0
schribt	0	0	1	1	1	0	0	0	0	0
hör	0	0	0	0	0	0	0	2	0	0
roti	0	0	0	0	0	0	0	0	0	1
cheggsch	1	0	0	0	0	0	0	0	0	0
lieb	0	0	0	3	2	1	1	0	0	2
nix	1	3	1	0	0	0	0	2	0	2
filmsch	0	1	0	0	0	0	0	0	0	0
-.-	0	0	1	0	0	0	0	0	0	0
flughafe	0	0	0	1	0	1	0	0	0	1
eh	1	0	2	0	0	0	0	3	2	1
scheiss	0	0	0	1	0	0	0	0	0	2
pussy	0	0	0	0	1	0	0	0	0	0
leid	0	0	0	0	0	0	0	0	1	1
sherin	0	1	0	0	0	0	0	0	0	0
mitchume	0	1	0	0	0	1	0	0	0	0
aaber	0	0	0	1	0	0	0	1	0	0
miir	0	0	1	0	1	0	0	0	1	0
keei	0	0	0	0	0	0	0	1	0	0
lust	0	0	0	0	0	0	0	0	1	1
blettär	0	1	0	0	0	0	0	0	0	0
usegheied	0	0	0	1	0	0	0	0	0	0
jeii	0	0	0	0	0	1	0	0	0	0
welle	0	1	0	1	0	2	0	2	2	1
abschidsfäscht	0	0	1	0	0	0	0	0	0	0
organisiered	0	0	0	0	0	1	0	0	0	0
emojiQflushedFace	0	0	0	0	0	3	6	6	0	1
hassed	0	0	0	1	0	0	0	0	0	0
yolo	0	0	0	0	0	0	1	0	0	0
paranoid	0	1	0	0	0	0	0	0	0	0
schwiiz	0	0	1	0	0	0	0	0	0	0
wider	0	3	0	2	4	1	0	2	0	1
mi-hassed-bösi-pädos-abstimmig	0	0	0	0	0	0	1	0	0	0
ahnimmt	0	0	0	0	0	0	0	1	0	0
vor	0	0	4	2	1	3	0	0	2	2
gott	0	1	0	0	0	0	0	0	0	0
porto	0	0	0	1	0	0	0	0	0	0
nimmt	0	0	0	2	1	0	2	0	0	0
neben	0	1	0	0	0	0	0	0	0	0
Teilzeitstelle	0	0	0	1	0	0	0	0	0	0
noch	0	2	2	1	2	0	0	0	2	0
Verpflichtungen	0	0	0	0	0	0	1	0	0	0
haben	0	0	0	0	0	0	0	4	0	1
können	0	0	0	1	0	3	1	0	1	1
Jaaaa	0	0	0	0	0	1	0	0	0	0
Lug	0	0	0	0	0	0	1	0	0	0
Strange	0	0	0	0	0	0	0	0	1	0
Basel	0	0	1	0	0	1	0	0	0	0
anders	0	0	2	0	0	0	0	0	1	0
glugsystem	0	0	0	0	0	0	0	0	0	1
gay	0	1	0	0	0	0	0	0	0	0
weissi	0	0	0	1	0	0	1	0	0	0
Fraaaaaaag	0	0	0	0	1	0	0	0	0	0
chch	0	0	0	0	0	0	1	0	0	0
nigga	0	0	0	0	0	0	0	1	0	0
still	0	0	0	1	0	0	0	0	1	0
need	0	0	0	0	0	0	0	0	0	1
existiert	0	1	0	0	0	0	0	0	0	0
respektive	0	0	1	0	0	0	0	0	0	0
wetzike	0	0	0	0	1	0	0	0	0	0
wohnt	0	0	0	0	0	2	0	0	0	0
emojiQwinkingFace	0	0	2	2	3	1	2	3	0	2
hm	0	0	0	0	0	2	0	0	0	2
ca	0	1	1	0	0	0	0	0	0	0
6h	0	0	0	1	0	0	0	0	0	0
hb	0	0	0	0	1	0	0	0	0	0
seid	0	0	0	0	0	1	0	0	0	0
suis	0	0	0	0	0	0	0	0	1	0
bored	0	0	0	0	0	0	0	0	0	1
etz	0	3	2	1	1	1	1	1	2	1
zeme	0	2	1	0	1	0	0	0	1	0
Aber	0	0	1	4	2	7	4	7	1	3
S	0	0	0	0	0	2	1	0	2	0
gad	1	1	0	2	0	0	0	1	2	0
witer	0	0	0	2	0	0	0	0	1	0
Oddr	0	0	0	0	0	0	0	0	0	1
iwo	0	1	0	0	0	0	0	0	0	0
Haha	0	0	0	2	2	2	3	0	3	1
Ich	0	0	1	1	6	5	5	7	10	6
obi	0	0	0	0	0	0	0	1	0	0
ez	1	0	1	0	1	0	0	0	1	0
sed	0	0	0	0	0	0	0	0	0	1
ahänglich	0	0	1	0	0	0	0	0	0	0
würke	0	0	0	1	0	0	0	0	0	0
Jaa	0	0	0	1	3	0	1	1	4	4
shribsh	0	0	0	0	0	1	0	0	0	0
Igewie	0	0	0	0	0	0	1	0	0	0
Alles	0	0	0	0	0	0	1	1	0	0
senkrechd	0	0	0	0	0	0	0	0	1	0
Shrib	0	0	0	0	1	0	0	0	0	0
emojiQpistol	0	0	0	0	0	1	0	0	0	0
Guet	0	0	0	0	1	0	2	2	0	0
Haga	0	0	0	0	0	0	0	1	0	0
shlechti	0	1	0	0	0	0	0	0	0	0
note	0	0	1	0	0	0	0	0	1	0
machs	0	0	0	1	0	0	0	0	0	0
Achhuz	0	0	0	0	1	0	0	0	0	0
fühl	0	0	0	0	0	0	2	0	0	0
vershisse	0	0	0	0	0	0	0	0	0	1
nicht	0	11	2	1	1	2	0	2	1	2
krank	1	2	1	0	0	0	0	0	0	0
werde	0	0	0	1	1	0	1	1	0	0
Meine	0	0	0	0	1	0	0	0	0	0
ohren	0	0	0	0	0	1	0	0	0	0
tun	0	0	0	0	0	0	1	0	0	0
auch	0	0	0	0	0	0	1	1	0	0
weh	0	0	0	0	0	0	0	0	1	0
redactedQ1tokens6characters	0	0	0	2	1	2	4	1	3	4
aussehe	0	0	1	0	0	0	0	0	0	0
hätte	0	0	3	0	1	0	0	0	0	0
einen	0	0	0	0	0	0	1	1	1	0
dicken	0	0	0	0	0	0	0	1	0	0
bauch	0	0	0	0	0	0	0	0	1	0
emojiQsmilingFaceWithOpenMouthAndColdSweat	0	0	0	1	0	0	0	1	1	1
mim	1	1	2	0	1	0	2	0	0	1
handy	0	0	2	0	0	1	0	0	1	0
benachrichtigunge	0	0	0	1	0	0	0	0	0	0
ufm	0	0	0	0	1	0	0	0	0	0
sperrbildschirm	0	0	0	0	0	1	0	0	0	0
zeigt	0	0	0	0	0	0	1	0	0	0
werdet	0	0	1	0	1	2	0	1	1	0
Fühl	0	0	0	0	0	0	0	0	0	1
zuegestande	0	0	0	1	0	0	0	0	0	0
hetti	0	1	0	0	1	1	0	0	0	0
redactedQ1tokens4characters	0	0	2	6	3	3	1	2	2	2
redactedQ86tokens443characters	0	0	0	0	0	0	1	0	0	0
Wow	0	0	0	0	0	0	0	1	0	0
hüt	7	7	1	1	0	0	2	1	3	1
Isch	0	0	0	1	0	1	1	1	1	2
cool	0	0	0	0	0	0	1	0	1	1
mail	0	1	0	1	0	1	0	0	0	0
zeiged	0	0	0	0	1	0	0	0	0	0
gern	0	2	2	1	2	1	0	0	1	0
erprsse	0	0	0	0	1	0	0	0	0	0
lahn	0	0	0	0	0	1	0	0	0	0
gruppe	0	0	0	1	1	0	0	0	0	0
use	0	1	1	0	0	1	0	0	0	0
ängst	0	1	0	1	0	0	0	0	0	0
we	0	0	1	1	0	1	0	1	0	0
verdrängt	0	0	0	1	0	0	0	0	0	0
normal	0	0	1	0	0	0	1	0	1	1
dem	0	1	5	1	5	1	2	1	1	1
eventuell	0	1	0	1	0	0	1	0	0	0
hilf	0	0	0	0	0	1	0	0	0	0
sött	0	1	1	0	0	0	1	0	0	0
aspruch	0	0	0	0	0	0	0	0	1	0
neh	0	0	0	0	0	0	0	0	0	1
ifh	1	0	0	0	0	0	0	0	0	0
wegneh	0	0	0	0	1	0	0	0	0	0
kennelernt	0	0	1	0	0	0	0	0	0	0
Sie	2	0	0	0	1	1	0	1	0	0
kennt	0	0	0	0	0	1	0	0	0	0
lüt	1	0	1	1	0	1	2	0	1	1
dur	1	0	0	0	0	0	0	2	0	0
mönd	0	0	1	1	0	0	0	0	0	0
mami	0	1	0	2	0	0	1	0	0	1
ufsatz	0	0	0	0	1	0	0	0	0	0
glese	0	0	0	0	0	0	0	1	0	0
verlengeret	0	0	1	0	0	0	0	0	0	0
redactedQ3tokens11characters	0	0	0	2	1	2	1	0	1	2
Findi	0	0	0	0	1	0	0	0	0	0
Etzt	0	0	0	0	0	1	0	1	0	2
hoffi	0	0	0	0	0	0	0	0	2	0
is	4	3	1	0	1	0	1	1	2	3
iss	0	1	1	1	0	0	0	0	0	0
redactedQ3tokens12characters	0	0	1	0	0	2	2	1	0	1
Heschs	0	0	0	1	0	0	0	0	0	1
Chas	0	0	0	0	0	0	1	0	0	0
redactedQ2tokens15characters	0	0	0	0	1	0	0	0	0	1
redactedQ5tokens37characters	0	0	0	0	0	0	1	0	0	0
redactedQ10tokens54characters	0	0	0	0	1	0	0	0	3	0
Es	0	0	0	0	2	3	3	1	1	2
wasserasammlige	0	1	0	0	0	0	0	0	0	0
gseh	0	0	0	2	2	3	2	2	0	1
Min	0	0	0	0	1	1	0	0	0	1
diskus	0	0	0	0	0	0	1	0	0	0
verschobe	0	0	0	0	0	0	0	0	0	1
mers	5	0	0	0	0	1	0	0	0	0
ohni	0	2	1	0	0	1	2	2	1	0
anebringt	0	0	1	0	0	0	0	0	0	0
De	0	0	0	1	2	0	0	0	2	0
muskel	1	0	0	1	1	0	0	0	0	0
total	0	0	0	1	0	0	1	0	0	0
entzündet	0	0	0	0	0	0	0	1	0	0
abheile	0	1	0	0	0	0	0	0	0	0
redactedQ8tokens46characters	0	0	0	1	0	0	0	0	0	0
redactedQ17tokens95characters	0	0	0	0	1	0	0	0	0	0
redactedQ6tokens33characters	0	0	0	0	0	3	1	0	0	1
redactedQ1tokens1characters	0	0	0	2	3	5	5	5	6	5
emojiQsmilingFaceWithOpenMouthAndSmilingEyes	5	0	2	7	7	5	4	14	3	4
nüme	0	0	2	0	0	0	0	0	0	0
lenger	0	0	0	1	0	0	0	0	0	0
drü	0	1	0	0	0	1	1	0	0	0
wuche	0	0	2	2	6	2	1	2	0	0
etzt	1	1	2	1	0	2	1	2	0	2
nützt	0	1	1	0	0	0	0	0	0	0
minimum	0	0	0	0	0	0	0	1	0	0
hets	0	0	0	0	0	0	1	1	2	0
gheisse	0	0	0	0	0	0	0	0	0	1
haar	0	1	0	0	0	0	0	0	0	0
chammers	0	0	0	0	0	0	0	0	1	0
sogar	0	0	0	0	0	0	1	0	0	4
chönnted	1	0	1	1	0	1	0	0	0	0
Ach	0	0	0	0	0	1	0	0	0	0
breitschmid	0	0	0	0	0	0	0	0	0	1
eigentli	1	1	0	0	0	0	1	0	0	0
gnötiget	0	0	1	0	0	0	0	0	0	0
redactedQ7tokens33characters	0	0	1	1	0	0	0	0	1	0
tabi	0	1	0	0	0	0	0	0	0	0
rueh	0	0	0	0	1	0	0	0	0	0
cha	0	1	5	6	4	4	2	3	4	2
poste	0	0	0	0	0	0	1	0	0	0
redactedQ3tokens13characters	0	0	1	2	1	1	1	1	0	0
redactedQ15tokens65characters	0	0	0	0	0	0	0	0	1	0
Das	0	0	0	0	0	2	6	3	1	2
ezt	1	0	0	0	0	0	0	0	0	0
typ	0	0	2	1	0	0	0	0	1	0
Druckdor	0	0	0	0	1	0	0	0	0	0
dumme	0	0	0	0	0	1	0	0	0	0
dases	0	0	0	0	0	0	2	0	0	0
klappt	0	1	2	0	0	0	0	1	0	0
redactedQ13tokens75characters	0	0	0	0	0	0	0	0	1	1
ziehsch	0	0	1	0	0	0	0	0	0	0
Jah	0	0	0	1	0	0	0	0	0	0
stress	0	0	2	0	0	2	0	0	1	0
mäldsch	0	0	0	0	0	0	1	0	0	0
di	9	12	7	1	4	4	1	1	0	2
wänn	1	0	0	0	0	0	0	0	0	1
zämä	1	0	0	0	0	0	0	0	0	0
wedsch	0	0	0	1	0	0	0	0	0	0
iistigä	0	0	0	0	0	1	0	0	0	0
redactedQ1tokens5characters	0	0	1	1	2	2	1	2	5	1
redactedQ6tokens24characters	0	0	0	0	0	0	0	0	0	1
gratis	0	0	2	0	0	0	0	2	0	0
iitritt	0	0	0	0	0	0	0	0	1	0
Prüfung	0	1	0	0	0	0	0	0	0	0
14:00	0	0	0	1	0	0	0	0	0	0
15:00	0	0	0	0	0	0	1	0	0	0
beginnt	0	0	0	0	0	0	0	1	0	0
Wie	0	0	0	0	0	1	1	1	0	1
schlagafall	0	0	1	0	0	0	0	0	0	0
wör	0	0	0	1	0	0	0	0	2	0
Ishes	0	0	0	0	0	1	0	0	0	0
abo	0	0	0	0	0	0	1	0	0	1
frei	0	0	1	0	0	2	2	0	0	1
redactedQ4tokens21characters	0	0	2	0	0	1	0	1	2	0
chrablet	0	0	0	0	0	0	0	1	0	0
zwei	0	1	1	0	0	0	0	0	1	0
mariechäfer	0	0	0	0	0	0	0	0	0	1
sini	6	1	0	1	1	0	0	0	1	0
öppot	0	0	0	1	0	0	0	0	0	0
zahlet	0	0	0	0	1	0	0	0	0	0
odo	0	0	0	0	0	0	1	0	0	0
teil	0	0	0	0	0	0	0	1	0	1
schwümme	0	1	0	0	0	0	0	0	0	0
mush	0	0	1	0	1	2	0	0	0	0
Regnet	0	0	0	0	0	1	0	0	0	0
relativ	0	0	0	0	0	0	1	1	0	0
stark	0	0	0	0	0	0	0	1	0	0
Bish	0	0	0	0	0	0	0	0	0	1
üs	1	8	1	2	0	0	0	0	0	2
im	3	6	9	5	7	6	2	4	3	1
grund	0	1	0	0	2	0	0	1	0	0
schlecht	0	0	0	0	0	0	1	1	1	0
ärgo	0	0	1	0	0	0	0	0	0	0
den	1	2	1	0	2	0	2	1	0	3
seich	0	1	0	0	0	0	0	0	0	0
ganze	0	1	1	2	0	1	0	1	0	0
wuchenend	0	0	3	1	2	0	1	0	2	0
do	0	0	2	1	0	0	1	1	0	0
bish	0	1	7	11	0	2	1	1	0	2
weil	0	0	0	0	0	0	1	1	0	2
mol	1	1	1	1	1	0	2	2	1	0
post	0	0	0	0	1	0	0	0	0	0
nodchicke	0	0	0	0	0	1	0	0	0	0
söt	0	0	1	0	0	0	1	0	0	0
viellicht	0	0	1	0	0	0	0	0	1	0
gsund	0	2	0	0	1	1	0	0	0	0
wirsh	0	0	1	1	0	1	0	0	0	0
Mentale	0	0	0	1	0	0	0	0	0	0
tüüfpunkt	0	0	0	0	1	0	0	0	0	0
Trinf	0	0	0	0	0	1	0	0	0	0
äs	0	0	0	0	0	0	0	1	0	0
gigantishes	0	0	0	0	0	0	0	0	1	0
glas	0	0	0	0	0	0	0	0	0	1
nux	1	0	0	0	0	0	0	0	0	0
vonem	0	1	0	0	0	0	0	0	0	0
willsh	0	0	2	1	0	1	0	0	0	0
redactedQ15tokens77characters	0	0	0	1	1	1	0	0	0	0
redactedQ30tokens158characters	0	0	0	0	1	0	0	0	0	0
Doch	0	0	0	0	1	1	0	0	1	0
redactedQ2tokens22characters	0	0	0	0	1	0	0	0	0	0
redactedQ5tokens26characters	0	0	0	0	1	1	1	0	0	0
Bin	0	0	0	1	2	1	2	1	1	0
gspannt	0	0	0	0	0	0	0	1	0	0
Was	0	0	0	0	0	2	1	4	1	2
döt	0	0	0	2	0	0	1	1	0	0
wono	0	0	0	0	0	0	1	0	0	0
anne	0	0	0	0	0	0	0	1	0	0
hanem	1	0	0	0	0	0	0	0	0	0
redactedQ5tokens25characters	1	0	0	2	0	0	1	2	0	0
Npd	0	0	0	0	1	0	0	0	0	0
aneglege	0	0	0	0	0	0	0	0	0	1
glaubet	0	1	0	0	0	0	0	0	0	0
dassme	0	0	0	1	0	0	0	0	0	0
realität	0	0	0	0	0	1	0	0	0	0
abbilde	0	0	0	0	0	0	1	0	0	0
chönt	0	0	1	0	0	1	1	1	1	0
weiles	0	0	0	0	0	0	0	0	0	1
detaill	0	0	0	1	0	0	0	0	0	0
chöne	0	1	2	0	2	0	0	0	0	0
redactedQ15tokens79characters	0	0	0	0	0	0	1	0	0	0
Eifach	0	0	0	1	1	0	0	2	1	0
ignoriere	0	0	0	0	0	0	0	0	1	0
selektionsm	0	1	0	0	0	0	0	0	0	0
mediatisierti	0	0	0	0	1	0	0	0	0	0
jo	0	1	0	1	0	7	4	0	5	6
schue	1	0	0	0	0	0	0	0	0	0
chappe	0	0	1	0	0	0	0	0	0	0
zruckseckli	0	0	0	0	0	0	0	1	0	0
Oh	0	0	0	0	0	0	0	0	1	0
säge	0	1	0	0	1	0	0	2	0	0
weinech	0	0	0	0	1	0	0	0	0	0
wöus	0	0	0	0	0	0	0	1	0	0
kafemaschine	0	1	0	0	0	0	0	0	0	0
chli	0	10	7	2	2	1	1	0	2	5
eifcher	0	0	0	1	0	0	0	0	0	0
geit	0	0	0	1	1	0	0	0	1	0
Chlädere	0	0	0	0	0	1	0	0	0	0
donschtig	0	0	0	0	0	0	0	0	0	1
aueg	1	0	0	0	0	0	0	0	0	0
wifi	0	0	1	0	0	0	0	0	0	0
schwöschter	0	1	0	0	0	0	0	0	0	0
zwuchenänd	0	0	1	0	0	0	0	0	0	0
zbsuech	0	0	0	1	0	0	0	0	0	0
daser	0	0	0	0	0	0	1	0	0	0
drum	0	0	0	0	1	1	1	1	0	1
chunnt	0	1	0	3	1	1	0	0	0	2
müi	0	0	1	0	0	0	0	0	0	0
ändere	0	0	0	1	1	0	0	0	0	0
kaskadesystem	0	0	0	0	0	0	1	0	0	0
nümm	0	1	0	0	0	1	0	1	0	0
funktioniert	0	1	0	0	0	0	0	0	1	0
redactedQ11tokens69characters	0	0	0	0	0	0	0	1	0	1
wahnsinnig	0	0	1	0	0	0	0	0	0	0
däm	0	0	0	1	0	1	0	0	0	0
ermenelgildo	0	0	0	0	0	0	1	0	0	0
inne	0	0	0	0	0	0	0	1	0	0
Übrigens	0	0	0	0	0	0	0	0	1	0
suntig	0	0	1	0	0	0	0	0	0	0
loufe	0	0	0	0	0	1	0	0	0	0
Süsch	0	0	0	0	0	0	0	1	0	0
kritisch	0	0	1	0	0	0	0	0	0	0
usgseht	0	1	1	1	0	0	0	1	0	1
A	0	0	0	1	1	0	1	0	0	0
ona	0	0	0	0	0	1	0	0	0	0
rekla	0	0	0	0	0	0	1	0	0	0
tiziano	0	1	0	0	0	0	0	0	0	0
jez	1	1	0	1	1	0	0	0	0	0
probierr	0	0	0	0	0	0	1	0	0	0
Jooo	0	0	0	0	0	0	0	0	1	0
mitchunt	0	1	0	0	0	0	0	0	0	0
nekako	0	0	0	0	0	0	1	0	0	0
schient	0	0	0	0	0	0	0	1	0	0
mögli	0	0	0	1	0	0	0	0	0	0
Mir	0	0	1	1	1	1	0	0	1	1
ers	3	0	0	0	0	0	0	0	0	0
redactedQ2tokens10characters	0	0	0	1	0	2	1	4	0	0
