	dass	dfcp
django	1.0	
17:30	1.0	
schikar	1.0	
davon	1.0	
satt	1.0	
aigle	1.0	
verkrümel	1.0	
okiii	1.0	
mediegeil	1.0	
abtah	1.0	
gegeposition	1.0	
habs	1.0	
gelesen	1.0	
verwütsch	1.0	
redactedQ19tokens120characters	1.0	
Damit	1.0	
diheimä	1.0	
13.1.13	1.0	
agfange	1.0	
far	1.0	
redactedQ10tokens49characters	1.0	
gfrögt	1.0	
öbich	1.0	
soes	1.0	
cools	1.0	
system	1.0	
amel	1.0	
diheim	1.0	
Chönned	1.0	
krieged	1.0	
izahligsschiin	1.0	
Shiss	1.0	
Mhhhh	1.0	
muskelmasse	1.0	
abnimmsh	1.0	
neui	1.0	
diäte	1.0	
shirt	1.0	
körperbetont	1.0	
trainiere	1.0	
Äh	1.0	
redactedQ19tokens117characters	1.0	
shuld	1.0	
dassich	1.0	
widermal	1.0	
Jej	1.0	
redactedQ12tokens74characters	1.0	
eigeni	1.0	
kondi	1.0	
lola	1.0	
spot	1.0	
gash	1.0	
brutal	1.0	
Abers	1.0	
redactedQ19tokens87characters	1.0	
:-D	1.0	
nimmsh	1.0	
erfolg	1.0	
leiche	1.0	
gsünelet	1.0	
würklicg	1.0	
regeneration	1.0	
Wer	1.0	
obere	1.0	
assymetrish	1.0	
meld	1.0	
redactedQ1tokens14characters	1.0	
2h	1.0	
asvz	1.0	
machich	1.0	
hasse	1.0	
herts	1.0	
tussi	1.0	
shlafed	1.0	
ufhöre	1.0	
shultere	1.0	
pulli	1.0	
redactedQ17tokens76characters	1.0	
läde	1.0	
ksw	1.0	
fleish	1.0	
bscheid	1.0	
issish	1.0	
redactedQ4tokens13characters	1.0	
immerhin	1.0	
allround	1.0	
drauf	1.0	
steh	1.0	
sächsi	1.0	
finanziell-organisatorisch	1.0	
unbegabt	1.0	
chärtli	1.0	
bessern	1.0	
diesen	1.0	
mittwoch	1.0	
Ausnahmsweise	1.0	
donnerstag	1.0	
bezahlt	1.0	
bereits	1.0	
suechsch	1.0	
tartine	1.0	
Micky	1.0	
ball	1.0	
überhaupts	1.0	
wiehnachtsässe	1.0	
grusig	1.0	
wunderisch	1.0	
saumässig	1.0	
zerscht	1.0	
regnen	1.0	
zmittag	1.0	
Freitag	1.0	
16	1.0	
Uhr	1.0	
kannst	1.0	
minuten	1.0	
ohne	1.0	
abend	1.0	
sonntag	1.0	
bezahlen	1.0	
irgendwiä	1.0	
solange	1.0	
nutzen	1.0	
mühsam	1.0	
wichtiger	1.0	
anderst	1.0	
HAB	1.0	
ES	1.0	
GESCHAFT	1.0	
Komm	1.0	
emojiQprincess	1.0	
Croissants	1.0	
Küche	1.0	
Zimmer	1.0	
essä	1.0	
Camy	1.0	
putzen	1.0	
lärmä	1.0	
bestimmst	1.0	
verbii	1.0	
gute	1.0	
Idee	1.0	
meinen	1.0	
bleibe	1.0	
geht	1.0	
brötli	1.0	
komme	1.0	
herzlich	1.0	
viertel	1.0	
achso	1.0	
ade	1.0	
vernissage	1.0	
yannick	1.0	
chiquer	1.0	
scharrä	1.0	
azoge	1.0	
brennti	1.0	
andersch	1.0	
wärde	1.0	
format	1.0	
apasse	1.0	
irgedwie	1.0	
Mittwuch	1.0	
wi	1.0	
redactedQ12tokens59characters	1.0	
Jup	1.0	
gshenkli	1.0	
überragend	1.0	
minre	1.0	
müssed	1.0	
vegi	1.0	
intention	1.0	
sein	1.0	
iglade	1.0	
nervsch	1.0	
weggoht	1.0	
lüstling	1.0	
ergebnisse	1.0	
Weisst	1.0	
abschlüssisch	1.0	
haus	1.0	
Mega	1.0	
Tuet	1.0	
motiviert	1.0	
froit	1.0	
oi	1.0	
amachä	1.0	
velo	1.0	
mitabeiterin	1.0	
quittig	1.0	
kofferdamm	1.0	
sölled	1.0	
anelegge	1.0	
zahlts	1.0	
terasse	1.0	
evtl.	1.0	
ach	1.0	
weck	1.0	
hockä	1.0	
zelt	1.0	
pava	1.0	
eggli	1.0	
volleyball	1.0	
trotz	1.0	
emner	1.0	
nomou	1.0	
ähnlechkeit	1.0	
eigentlech	1.0	
vorhande	1.0	
Jaja	1.0	
mata	1.0	
kamera	1.0	
adi	1.0	
säuber	1.0	
Supi	1.0	
Musch	1.0	
winti	1.0	
rüehrt	1.0	
rüert	1.0	
zo	1.0	
vermutlich	1.0	
angscht	1.0	
gfühlschaos	1.0	
ehrs	1.0	
ame	1.0	
schloss	1.0	
Blöd	1.0	
redactedQ20tokens107characters	1.0	
lueged	1.0	
gsehsch	1.0	
redactedQ29tokens155characters	1.0	
Mm	1.0	
öber	1.0	
schifahre	1.0	
neumä	1.0	
23.	1.0	
nöchschte	1.0	
cinema	1.0	
loschtig	1.0	
haut	1.0	
schnöu	1.0	
esches	1.0	
umso	1.0	
schwärer	1.0	
gangä	1.0	
debby	1.0	
gredt	1.0	
demet	1.0	
omgoh	1.0	
schlächt	1.0	
öpperem	1.0	
mösse	1.0	
redactedQ34tokens187characters	1.0	
Schriebsch	1.0	
redactedQ16tokens84characters	1.0	
erwähnsch	1.0	
freud	1.0	
mathitescht	1.0	
gliichblibt	1.0	
Jop	1.0	
nothäufer	1.0	
redactedQ14tokens83characters	1.0	
ehre	1.0	
felder	1.0	
weit	1.0	
à	1.0	
l'	1.0	
gspielt	1.0	
redactedQ15tokens68characters	1.0	
Ond	1.0	
erwartisch	1.0	
letstä	1.0	
nämlich	1.0	
schach	1.0	
nachem	1.0	
redactedQ17tokens91characters	1.0	
balkon	1.0	
redactedQ6tokens42characters	1.0	
roggeled	1.0	
redactedQ11tokens77characters	1.0	
überchunsch	1.0	
redactedQ9tokens43characters	1.0	
minute	1.0	
redactedQ10tokens53characters	1.0	
wösse	1.0	
Osserdem	1.0	
gespräch	1.0	
verzellsch	1.0	
unseri	1.0	
redactedQ10tokens40characters	1.0	
pls	1.0	
lieferig	1.0	
tout	1.0	
omgheisch	1.0	
pönktlech	1.0	
Le	1.0	
preuve	1.0	
chann	1.0	
chouft	1.0	
könnsch	1.0	
13.30	1.0	
redactedQ7tokens28characters	1.0	
Be	1.0	
sandrine	1.0	
gsesch	1.0	
secher	1.0	
chome	1.0	
Cool	1.0	
redactedQ7tokens31characters	1.0	
näihe	1.0	
Chonnsch	1.0	
verkleidet	1.0	
schlemms	1.0	
redactedQ13tokens62characters	1.0	
Besch	1.0	
schüpfheim	1.0	
befinded	1.0	
12.30	1.0	
redactedQ7tokens40characters	1.0	
bstellt	1.0	
chlöisu	1.0	
Falls	1.0	
streame	1.0	
Sodala	1.0	
niemert	1.0	
erchent	1.0	
öbmer	1.0	
;-(	1.0	
;-)*	1.0	
now	1.0	
show	1.0	
something	1.0	
different	1.0	
Herrgott	1.0	
früeee	1.0	
dübi	1.0	
fressi	1.0	
redactedQ10tokens50characters	1.0	
flügsh	1.0	
hebt	1.0	
richtigi	1.0	
jeans	1.0	
useshwitzish	1.0	
liechter	1.0	
vorem	1.0	
Schick	1.0	
openair	1.0	
weiter	1.0	
mehr	1.0	
erkennt	1.0	
jogge	1.0	
Süüss	1.0	
redactedQ5tokens35characters	1.0	
gwünsh	1.0	
hebä	1.0	
chleidergstell	1.0	
djungel	1.0	
camp	1.0	
rosvita	1.0	
unterhaltsam	1.0	
verpennt	1.0	
ziemlich	1.0	
WM	1.0	
glügnet	1.0	
lat	1.0	
ablauft	1.0	
shiibe	1.0	
shniide	1.0	
gfrüre	1.0	
riss	1.0	
arsh	1.0	
uswiitet	1.0	
irgendwenn	1.0	
lönd	1.0	
demit	1.0	
ipad	1.0	
kimba	1.0	
beshäftiget	1.0	
wtf	1.0	
4i	1.0	
redactedQ9tokens59characters	1.0	
öffentlechkeit	1.0	
nee	1.0	
Staarch	1.0	
solo	1.0	
emojiQraisedFist	1.0	
schaffsch	1.0	
18	1.0	
pröfig	1.0	
googlet	1.0	
geschter	1.0	
aglüte	1.0	
schribfähler	1.0	
fondue	1.0	
Joa	1.0	
böggsch	1.0	
redactedQ10tokens60characters	1.0	
vel	1.0	
werd	1.0	
los	1.0	
döf	1.0	
könne	1.0	
wörded	1.0	
teilnäh	1.0	
http://www.findmind.ch/mobile.php?go=start&id=NNNNN	1.0	
acht	1.0	
Ech	1.0	
gwösst	1.0	
southpark	1.0	
ipennt	1.0	
droush	1.0	
Gott	1.0	
Militär	1.0	
Viellicht	1.0	
auso	1.0	
wach	1.0	
zigmau	1.0	
gäbiger	1.0	
jedi	1.0	
Büez	1.0	
daheime	1.0	
burgdorf	1.0	
schnittersunnti	1.0	
Hoffes	1.0	
BIER	1.0	
nahezu	1.0	
überall	1.0	
erhältlich	1.0	
umständ	1.0	
schamlosen	1.0	
wilde	1.0	
Sexorgien	1.0	
missbraucht	1.0	
schriibsch	1.0	
Schandtaten	1.0	
stoppen	1.0	
Mein	1.0	
Kaffee	1.0	
ufhöred	1.0	
Testament	1.0	
uzh	1.0	
hsg	1.0	
master	1.0	
Schiens	1.0	
laufwerk	1.0	
bootet	1.0	
bios	1.0	
normalerwiis	1.0	
fertigi	1.0	
keilrähme	1.0	
bilderrahme	1.0	
ersteigert	1.0	
frankfurtt	1.0	
Ahso	1.0	
Hm	1.0	
sozege	1.0	
fahrplan	1.0	
ergriffsch	1.0	
informiersch	1.0	
billigi	1.0	
arbeitschräft	1.0	
besprichsch	1.0	
machi	1.0	
krass	1.0	
segeds	1.0	
unnötige	1.0	
bachelor	1.0	
sutra	1.0	
London	1.0	
srecno	1.0	
überrescht	1.0	
gfloge	1.0	
öfters	1.0	
kao	1.0	
allgemeine	1.0	
Pa	1.0	
znam	1.0	
redactedQ12tokens60characters	1.0	
gsehs	1.0	
bernardete	1.0	
jet	1.0	
gepäck	1.0	
Leleeee	1.0	
Ajdeee	1.0	
frog	1.0	
nöcgi	1.0	
bliebed	1.0	
Z	1.0	
strengi	1.0	
kontrollw	1.0	
sehne	1.0	
knochepulver	1.0	
5i	1.0	
autofahre	1.0	
Ebe	1.0	
bimne	1.0	
betrieb	1.0	
chocht	1.0	
dran	1.0	
denk	1.0	
Fahrlehrer	1.0	
witergit	1.0	
redactedQ9tokens52characters	1.0	
dure	1.0	
Ketut	1.0	
zruggschribt	1.0	
Shoppingbegleitig	1.0	
spile	1.0	
Site	1.0	
Manne	1.0	
mängisch	1.0	
kennsch	1.0	
Bitte	1.0	
Job	1.0	
emojiQbarChart	1.0	
emojiQchartWithUpwardsTrend	1.0	
bechunnsch	1.0	
räschtlechi	1.0	
Militärzit	1.0	
Casper	1.0	
schnäu	1.0	
aui	1.0	
problemlos	1.0	
besteisch	1.0	
tut	1.0	
giltet	1.0	
choche	1.0	
shop	1.0	
erlaubsch	1.0	
Tönt	1.0	
hart	1.0	
ufnehmed	1.0	
vertraulich	1.0	
behandeln	1.0	
aufnehmen	1.0	
orientierig	1.0	
wohrschinli	1.0	
transporter	1.0	
ladekabel	1.0	
eifacht	1.0	
beruhigt	1.0	
müehsame	1.0	
meckeri	1.0	
kenn	1.0	
agnoh	1.0	
gb	1.0	
agwiese	1.0	
gwechselt	1.0	
duregfahre	1.0	
neue	1.0	
Oke	1.0	
hoi	1.0	
Machi	1.0	
mögli	1.0	
schient	1.0	
Trinf	1.0	
zämä	1.0	
wedsch	1.0	
iistigä	1.0	
redactedQ6tokens24characters	1.0	
iitritt	1.0	
Prüfung	1.0	
14:00	1.0	
15:00	1.0	
beginnt	1.0	
schlagafall	1.0	
Ishes	1.0	
chrablet	1.0	
mariechäfer	1.0	
öppot	1.0	
zahlet	1.0	
odo	1.0	
schwümme	1.0	
Regnet	1.0	
stark	1.0	
Bish	1.0	
ärgo	1.0	
seich	1.0	
post	1.0	
nodchicke	1.0	
Mentale	1.0	
mäldsch	1.0	
Jah	1.0	
ziehsch	1.0	
redactedQ17tokens95characters	1.0	
verlengeret	1.0	
Findi	1.0	
Chas	1.0	
redactedQ5tokens37characters	1.0	
wasserasammlige	1.0	
diskus	1.0	
verschobe	1.0	
anebringt	1.0	
entzündet	1.0	
abheile	1.0	
redactedQ8tokens46characters	1.0	
lenger	1.0	
dumme	1.0	
minimum	1.0	
gheisse	1.0	
chammers	1.0	
breitschmid	1.0	
gnötiget	1.0	
tabi	1.0	
rueh	1.0	
poste	1.0	
redactedQ15tokens65characters	1.0	
ezt	1.0	
Druckdor	1.0	
tüüfpunkt	1.0	
äs	1.0	
nekako	1.0	
gigantishes	1.0	
eifcher	1.0	
Chlädere	1.0	
donschtig	1.0	
aueg	1.0	
wifi	1.0	
schwöschter	1.0	
zwuchenänd	1.0	
zbsuech	1.0	
daser	1.0	
müi	1.0	
kaskadesystem	1.0	
wahnsinnig	1.0	
ermenelgildo	1.0	
inne	1.0	
Übrigens	1.0	
suntig	1.0	
loufe	1.0	
Süsch	1.0	
kritisch	1.0	
ona	1.0	
rekla	1.0	
tiziano	1.0	
probierr	1.0	
Jooo	1.0	
mitchunt	1.0	
kafemaschine	1.0	
wöus	1.0	
weinech	1.0	
glaubet	1.0	
glas	1.0	
nux	1.0	
vonem	1.0	
redactedQ30tokens158characters	1.0	
redactedQ2tokens22characters	1.0	
gspannt	1.0	
wono	1.0	
anne	1.0	
hanem	1.0	
Npd	1.0	
aneglege	1.0	
dassme	1.0	
Oh	1.0	
realität	1.0	
abbilde	1.0	
weiles	1.0	
detaill	1.0	
redactedQ15tokens79characters	1.0	
ignoriere	1.0	
selektionsm	1.0	
mediatisierti	1.0	
schue	1.0	
chappe	1.0	
zruckseckli	1.0	
emojiQwhiteHeavyCheckMark	1.0	
emojiQsyringe	1.0	
ufsatz	1.0	
söttig	1.0	
weltbeste	1.0	
technische	1.0	
pünkt	1.0	
wartisch	1.0	
viele	1.0	
Studenten	1.0	
inklusive	1.0	
dateschutz	1.0	
adresse	1.0	
gültigi	1.0	
installation	1.0	
source	1.0	
Ow	1.0	
miär	1.0	
iwf	1.0	
arbet	1.0	
zmitzt	1.0	
iipennt	1.0	
wellum	1.0	
stooht	1.0	
möglich	1.0	
wüeschts	1.0	
wätter	1.0	
schliife	1.0	
nötig	1.0	
einere	1.0	
Hei	1.0	
Hebs	1.0	
gsii	1.0	
bindig	1.0	
normali	1.0	
Wouter	1.0	
Romain	1.0	
Endi	1.0	
hürotet	1.0	
rosä	1.0	
Ersti	1.0	
Ti	1.0	
0.5	1.0	
pol	1.0	
wsrum	1.0	
erste	1.0	
zeile	1.0	
spalte	1.0	
blätter	1.0	
giovannino	1.0	
lehre	1.0	
egtl	1.0	
regelungstechnik	1.0	
Thermo	1.0	
wommer	1.0	
hitt	1.0	
gnacht	1.0	
ufwendigschte	1.0	
ricardo	1.0	
öper-zurfluh	1.0	
Ball	1.0	
redactedQ12tokens63characters	1.0	
irgendøpper	1.0	
uszwerte	1.0	
redactedQ17tokens88characters	1.0	
Wuche	1.0	
leider	1.0	
Kurs	1.0	
Präventivmedizin	1.0	
fer	1.0	
wiwannihore	1.0	
müess	1.0	
aseile	1.0	
chlättere	1.0	
Gseht	1.0	
dü	1.0	
gitar	1.0	
spillsch	1.0	
Güete	1.0	
wuchestart	1.0	
Schlaf	1.0	
güet	1.0	
emojiQsleepingSymbol	1.0	
durch	1.0	
Mälde	1.0	
sch	1.0	
später	1.0	
fans	1.0	
ichfindfuessballnurallvierjahrgeilwännischjetzwideroffside	1.0	
Pseudocarlsbergstirnband	1.0	
veletzt	1.0	
bxxxl	1.0	
europa	1.0	
league	1.0	
chreft	1.0	
lige	1.0	
aständigs	1.0	
entwicklet	1.0	
gømmer	1.0	
dunstig	1.0	
trurigi	1.0	
Sach	1.0	
schlaht	1.0	
redactedQ17tokens92characters	1.0	
Meister	1.0	
redactedQ6tokens48characters	1.0	
binmer	1.0	
Sevilla	1.0	
güne	1.0	
Penalty	1.0	
Cardozo	1.0	
widerhole	1.0	
Goalie	1.0	
hsv	1.0	
dobe	1.0	
unde	1.0	
klickbindig	1.0	
pedal	1.0	
Gerede	1.0	
Ruehi	1.0	
beleidige	1.0	
redactedQ19tokens81characters	1.0	
Mamau	1.0	
igöh	1.0	
Ersch	1.0	
gfunge	1.0	
härebringe	1.0	
bessers	1.0	
Auto	1.0	
Hahha	1.0	
türkisch	1.0	
fleischbälleli	1.0	
fein	1.0	
dasi	1.0	
emojiQbabyAngel	1.0	
emojiQdizzySymbol	1.0	
dehei	1.0	
lounge	1.0	
gfletteret	1.0	
Jahr	1.0	
neutralan	1.0	
Boden	1.0	
sahen	1.0	
kommen	1.0	
Inès	1.0	
41	1.0	
Chröndli	1.0	
würk	1.0	
Friti	1.0	
hurtigschnäu	1.0	
Kof	1.0	
wöug	1.0	
Deitige	1.0	
göi	1.0	
När	1.0	
re	1.0	
möglichscht	1.0	
bueche	1.0	
Fähler	1.0	
Städtetrip	1.0	
aube	1.0	
Ostblock	1.0	
Berlin-Konzärt	1.0	
NNNNN	1.0	
Lüt	1.0	
Bühni	1.0	
Duell	1.0	
Duu	1.0	
Frog	1.0	
Prakti	1.0	
redactedQ7tokens53characters	1.0	
1.8.14	1.0	
würde	1.0	
Leute	1.0	
gibb	1.0	
vergass	1.0	
Eigentlech	1.0	
behindett	1.0	
gladnigs	1.0	
teili	1.0	
usem	1.0	
wäutau	1.0	
absturz	1.0	
verursachä	1.0	
fettä	1.0	
quadcore	1.0	
ringbus	1.0	
aordnig	1.0	
wenigr	1.0	
strom	1.0	
lampä	1.0	
relevant	1.0	
rouf	1.0	
dinnä	1.0	
luägät	1.0	
plex	1.0	
sä	1.0	
yeah	1.0	
chill	1.0	
niämer	1.0	
storage	1.0	
verlüre	1.0	
arbeitszit	1.0	
redactedQ17tokens79characters	1.0	
:-/	1.0	
Viel	1.0	
passierte	1.0	
arztzügnis	1.0	
verlür	1.0	
überalles	1.0	
aicha	1.0	
bebè	1.0	
existiersh	1.0	
überhaut	1.0	
öper	1.0	
anderem	1.0	
öpr	1.0	
verchraftet	1.0	
shaffe	1.0	
gset	1.0	
vlt	1.0	
womer	1.0	
karim	1.0	
bumst	1.0	
shaaaz	1.0	
chunsh	1.0	
usse	1.0	
neeei	1.0	
hahahahah	1.0	
glese	1.0	
kennt	1.0	
tähli	1.0	
hahahhahah	1.0	
niemerm	1.0	
Geil	1.0	
noelle	1.0	
verzelled	1.0	
ahhjavoll	1.0	
hopro	1.0	
hahahahahhahahahah	1.0	
staalker	1.0	
anonymi	1.0	
chen	1.0	
hübschischt	1.0	
dani	1.0	
fritig	1.0	
mitbechunsch	1.0	
jajajaj	1.0	
******	1.0	
xxxxxxxxxxxxxx@yyyy.ch	1.0	
Jepp	1.0	
schicks	1.0	
adas	1.0	
hoffnig	1.0	
wärend	1.0	
somene	1.0	
sprützteil	1.0	
schearz	1.0	
flüget	1.0	
hahahaahs	1.0	
füsse	1.0	
tschentelman	1.0	
gschtande	1.0	
vogel	1.0	
sterbet	1.0	
lut	1.0	
emojiQdragonFace	1.0	
führerschiih	1.0	
batterie	1.0	
ersetzt	1.0	
F	1.0	
gstalkt	1.0	
hass	1.0	
treffed	1.0	
aluegt	1.0	
grAd	1.0	
alsoo	1.0	
lies	1.0	
oft	1.0	
argentinie	1.0	
frege	1.0	
doochh	1.0	
hammer	1.0	
spricht	1.0	
WaArt	1.0	
duu	1.0	
abfahrsch	1.0	
hahaa	1.0	
lebkueche	1.0	
agmacht	1.0	
haahhahahah	1.0	
kloster	1.0	
verleit	1.0	
leibeigene	1.0	
skitag	1.0	
Johoo	1.0	
kp	1.0	
emojiQgrowingHeart	1.0	
gfregt	1.0	
segsch	1.0	
leher	1.0	
filmt	1.0	
unsoo	1.0	
block	1.0	
Waad	1.0	
zersch	1.0	
muetprob	1.0	
hettsch	1.0	
gsait	1.0	
chilligi	1.0	
ehner	1.0	
nebetenand	1.0	
schlafet	1.0	
neee	1.0	
massier	1.0	
hände	1.0	
vooll	1.0	
gfehlt	1.0	
uufmerksamkeit	1.0	
weelii	1.0	
berkay	1.0	
ii	1.0	
staffle	1.0	
whaat	1.0	
nedmal	1.0	
famechürbis	1.0	
inepasst	1.0	
salz	1.0	
vermuetet	1.0	
nachher	1.0	
et	1.0	
undso	1.0	
bimir	1.0	
breit	1.0	
heimlich	1.0	
grössere	1.0	
Phahaha	1.0	
status	1.0	
insta	1.0	
einte	1.0	
berüehrt	1.0	
aaaaahhhaaaaaa	1.0	
fuck	1.0	
rechts	1.0	
rennt	1.0	
hübsch	1.0	
hand	1.0	
mexikaner	1.0	1.0
boui	1.0	1.0
8.	1.0	
wohnsch	1.0	1.0
9.	1.0	
gässe	1.0	1.0
coole	1.0	1.0
ort	1.0	1.0
10.	1.0	
11.	1.0	
zwöit	1.0	1.0
pratikum	1.0	1.0
Wöu	1.0	1.0
12.	1.0	
raclette	1.0	1.0
öfeli	1.0	1.0
persone	1.0	1.0
13.	1.0	
zweitvorderste	1.0	1.0
wage	1.0	1.0
Hetts	1.0	1.0
äue	1.0	1.0
15.	1.0	
16.	1.0	
17.	1.0	
marit	1.0	1.0
pünktli	1.0	1.0
rote	1.0	1.0
dank	1.0	1.0
alt	1.0	1.0
endet	1.0	1.0
losch	1.0	1.0
umstimme	1.0	1.0
kliine	1.0	1.0
reste	1.0	1.0
zstandchunnt	1.0	1.0
schissts	1.0	1.0
Esta	1.0	1.0
bien	1.0	1.0
te	1.0	1.0
passiert	1.0	1.0
maidli	1.0	1.0
6.	1.0	
ehnder	1.0	1.0
tuen	1.0	1.0
smurfs	1.0	1.0
krampfe	1.0	1.0
erfolglos	1.0	1.0
probiert	1.0	1.0
nai	1.0	1.0
iwandfrei	1.0	1.0
5.	1.0	
händs	1.0	1.0
witz	1.0	1.0
itz	1.0	1.0
18.	1.0	
usgsehnd	1.0	
boaaar	1.0	1.0
latschprüefig	1.0	
oke	1.0	
raab	1.0	
absenz	1.0	
unterschriibt	1.0	
geil	1.0	
nimmsch	1.0	
bliib	1.0	
weggrisse	1.0	
sell-	1.0	
spielt	1.0	
schleime	1.0	
nackt	1.0	
gruefe	1.0	
ipennsch	1.0	
bevors	1.0	
célestine	1.0	
sgfühl	1.0	
freget	1.0	
eigenltich	1.0	
eusee	1.0	
wahrschinlich	1.0	
eigentlic	1.0	
fast	1.0	
sprüng	1.0	
ernst	1.0	
ufmerksam	1.0	
chumm	1.0	
komplett	1.0	1.0
bruch	1.0	1.0
dringe	1.0	1.0
feeerie	1.0	1.0
übrigens	1.0	1.0
macheds	1.0	1.0
mueni	1.0	1.0
sueche	1.0	1.0
Ds	1.0	1.0
intressier	1.0	1.0
Auti	1.0	1.0
wäri	1.0	1.0
hie	1.0	
berchömet	1.0	
durchdiener	1.0	
redactedQ5tokens15characters	1.0	
gô	1.0	
heufe	1.0	
Zersch	1.0	
vorauem	1.0	
küdr	1.0	
dürechöme	1.0	
Uslandisatz	1.0	
Fängti	1.0	
bo	1.0	
Grösse	1.0	
dad	1.0	
kennelernt	1.0	
reiefg	1.0	
sylva	1.0	
uuspannt	1.0	
umbringen	1.0	
roti	1.0	
cheggsch	1.0	
filmsch	1.0	
-.-	1.0	
pussy	1.0	
sherin	1.0	
keei	1.0	
blettär	1.0	
usegheied	1.0	
jeii	1.0	
abschidsfäscht	1.0	
organisiered	1.0	
hassed	1.0	
yolo	1.0	
paranoid	1.0	
schwiiz	1.0	
mi-hassed-bösi-pädos-abstimmig	1.0	
ahnimmt	1.0	
gott	1.0	
porto	1.0	
neben	1.0	
Teilzeitstelle	1.0	
emojiQpurpleHeart	1.0	
ihhe	1.0	
medie	1.0	
arzt	1.0	
ahfang	1.0	
ali	1.0	
neeii	1.0	
bayarn	1.0	
ahahahahaha	1.0	
brudi	1.0	
fäderet	1.0	
figge	1.0	
hahaahah	1.0	
11ii	1.0	
ff	1.0	
bechunt	1.0	
boaaah	1.0	
hahaahha	1.0	
lande	1.0	
eyy	1.0	
nedrichig	1.0	
liebsch	1.0	
doocohh	1.0	
??!	1.0	
sheeet	1.0	
:O	1.0	
ihres	1.0	
bild	1.0	
gliket	1.0	
Verpflichtungen	1.0	
Jaaaa	1.0	
Strange	1.0	
glugsystem	1.0	
vershisse	1.0	
Meine	1.0	
ohren	1.0	
tun	1.0	
weh	1.0	
aussehe	1.0	
dicken	1.0	
bauch	1.0	
benachrichtigunge	1.0	
ufm	1.0	
sperrbildschirm	1.0	
zeigt	1.0	
Fühl	1.0	
zuegestande	1.0	
redactedQ86tokens443characters	1.0	
Wow	1.0	
zeiged	1.0	
erprsse	1.0	
lahn	1.0	
verdrängt	1.0	
hilf	1.0	
aspruch	1.0	
neh	1.0	
ifh	1.0	
wegneh	1.0	
Achhuz	1.0	
machs	1.0	
shlechti	1.0	
suis	1.0	
gay	1.0	
Fraaaaaaag	1.0	
chch	1.0	
nigga	1.0	
need	1.0	
existiert	1.0	
respektive	1.0	
wetzike	1.0	
6h	1.0	
hb	1.0	
seid	1.0	
bored	1.0	
Haga	1.0	
Oddr	1.0	
iwo	1.0	
obi	1.0	
sed	1.0	
ahänglich	1.0	
würke	1.0	
shribsh	1.0	
Igewie	1.0	
senkrechd	1.0	
Shrib	1.0	
emojiQpistol	1.0	
langi	1.0	
ahlütet	1.0	
lüci	1.0	
latein	1.0	
böse	1.0	
nachrichte	1.0	
antworte	1.0	
kaa	1.0	
zwüsched	1.0	
uufhöre	1.0	
stahn	1.0	
chend	1.0	
schafft	1.0	
saisch	1.0	
schiebe	1.0	
zämehebed	1.0	
dankeeh	1.0	
dicherdoch	1.0	
voir	1.0	
konjugiere	1.0	
voiS	1.0	
fan	1.0	
heirate	1.0	
tickets	1.0	
überchömed	1.0	
gwünned	1.0	
cooll	1.0	
chilled	1.0	
präteritum	1.0	
Vergiss	1.0	
zeige	1.0	
gschid	1.0	
vos	1.0	
weeeeh	1.0	
gseut	1.0	
wiiterchömed	1.0	
hetemer	1.0	
bayern	1.0	
chats	1.0	
schivkt	1.0	
anderis	1.0	
uufpasst	1.0	
jahuere	1.0	
dies	1.0	
schomal	1.0	
1/2	1.0	
böggii	1.0	
gstande	1.0	
hahahahahahahahahaomgggg	1.0	
n8	1.0	
veryvery	1.0	
emojiQpersonRaisingBothHandsInCelebration	1.0	
iichh	1.0	
auu	1.0	
wertlos	1.0	
fühled	1.0	
hacksch	1.0	
perfek	1.0	
mummer	1.0	
flüssig	1.0	
solang	1.0	
chas	1.0	
ia	1.0	
verstah	1.0	
verletzt	1.0	
maitli	1.0	
ahluegt	1.0	
nervt	1.0	
versueche	1.0	
geili	1.0	
zil	1.0	
kläre	1.0	
schritt	1.0	
uusgrastet	1.0	
jap	1.0	
überhaubt	1.0	
internet	1.0	
passiere	1.0	
entschide	1.0	
saish	1.0	
adé	1.0	
kännt	1.0	
bitchfight	1.0	
ahklicke	1.0	
video	1.0	
schmelzpunkt	1.0	
biiiitttteeeee	1.0	
ookiii	1.0	
mitnäh	1.0	
ruum	1.0	
gwartet	1.0	
emojiQwearyFace	1.0	
gruess	1.0	
cath	1.0	
znett	1.0	
uso	1.0	
oferso	1.0	
ihni	1.0	
tschii	1.0	
umelaufe	1.0	
abhaue	1.0	
warm	1.0	
sprechet	1.0	
gahni	1.0	
dusche	1.0	
mueter	1.0	
drozdem	1.0	
iisch	1.0	
würsch	1.0	
:'(	1.0	
vollidiot	1.0	
toll	1.0	
leandre	1.0	
.....	1.0	
numal	1.0	
cati	1.0	
siis	1.0	
Gueet	1.0	
asi	1.0	
blabla	1.0	
fründshfte	1.0	
ddrunder	1.0	
leidet	1.0	
Würshes	1.0	
gäll	1.0	
nöt	1.0	
xund	1.0	
redactedQ11tokens52characters	1.0	
xet	1.0	
Fiix	1.0	
beshdi	1.0	
règle	1.0	
Bild	1.0	
möglichkeite	1.0	
ih	1.0	
Deshalb	1.0	
theprie	1.0	
abruefbereit	1.0	
stash	1.0	
echd	1.0	
traum	1.0	
igshlafe	1.0	
kairo	1.0	
nödemal	1.0	
schläfele	1.0	
