	dass	dfcp
Margarita	1.0	
anrufst	1.0	
gesagt	1.0	
comebox	1.0	
margarita	1.0	
Warte	1.0	
röntgen	1.0	
dran	1.0	
Komme	1.0	
wännd	1.0	
babushka	1.0	
Kannst	1.0	
En	1.0	
schue	1.0	
dasichs	1.0	
münche	1.0	
motiviert	1.0	
meint	1.0	
gschwind	1.0	
luegt	1.0	
pump	1.0	
combat	1.0	
iplant	1.0	
Vorallem	1.0	
shake	1.0	
quark	1.0	
betti	1.0	
wünsh	1.0	
akzeptabel	1.0	
gangich	1.0	
usxeht	1.0	
abgno	1.0	
entweder	1.0	
abneh	1.0	
Muhahaha	1.0	
redactedQ24tokens123characters	1.0	
redactedQ9tokens53characters	1.0	
Natürli	1.0	
trizeps	1.0	
bizeps	1.0	
reeecht	1.0	
bimer	1.0	
machbar	1.0	
wider	1.0	
arbeit	1.0	
klingt	1.0	
trainiert	1.0	
pastor	1.0	
rory	1.0	
redactedQ8tokens51characters	1.0	
glaubich	1.0	
body	1.0	
Wohii	1.0	
Hofft	1.0	
shick	1.0	
kekse	1.0	
überein	1.0	
gegeposition	1.0	
meind	1.0	
mögliche	1.0	1.0
bereich	1.0	
öbs	1.0	
erkunde	1.0	
azeigt	1.0	
Unds	1.0	
redactedQ7tokens41characters	1.0	
dialekt	1.0	
englishe	1.0	
10	1.0	
texas	1.0	
undershribe	1.0	
shlau	1.0	
Weiss	1.0	
überwached	1.0	
48	1.0	
nechshte	1.0	
emojiQhocho	1.0	
machsh	1.0	
redactedQ15tokens92characters	1.0	
lachende	1.0	
itz	1.0	3.0
emmer	1.0	
redactedQ16tokens82characters	1.0	
fair	1.0	
fänd	1.0	
Mou	1.0	
sonntig	1.0	
vvk	1.0	
öberlegg	1.0	
esches	1.0	
biobüecher	1.0	
Okey	1.0	
Tut	1.0	
verlassen	1.0	
Säcken	1.0	
aussehenden	1.0	
verdächtig	1.0	
aaaaber	1.0	
chömed	1.0	
iär	1.0	
Merciiii	1.0	
emojiQmultipleMusicalNotes	1.0	
redactedQ43tokens212characters	1.0	
Är	1.0	
uswäg	1.0	
Schtress	1.0	
Dinger	1.0	
erfahrig	1.0	
gsänd	1.0	
se	1.0	1.0
ewig	1.0	
redactedQ10tokens58characters	1.0	
glichfalls	1.0	
Morning	1.0	
redactedQ7tokens49characters	1.0	
chorz	1.0	
grote	1.0	
gschobe	1.0	
krise	1.0	
heschs	1.0	
abfende	1.0	
redactedQ16tokens76characters	1.0	
schecke	1.0	
foti	1.0	
wärs	1.0	
magersucht	1.0	
wäge	1.0	
azeiche	1.0	
Osserdem	1.0	
wienis	1.0	
seklisch	1.0	
Esch	1.0	
erwachsewärde	1.0	
Ghört	1.0	
kanti	1.0	
ad	1.0	
redactedQ20tokens124characters	1.0	
formuliere	1.0	
marguerite	1.0	
gschickt	1.0	
Föteli	1.0	
zwöi	1.0	
bhoupteni	1.0	
erschtens	1.0	
erfülle	1.0	
Zfrideheit	1.0	
ihrer	1.0	
völlig	1.0	
gieng	1.0	
wunger	1.0	
Erkenntnis	1.0	
stolz	1.0	
gschpannt	1.0	
umz	1.0	
gfragt	1.0	3.0
passiere	1.0	
Falls	1.0	
deheim	1.0	
bildet	1.0	
fröit	1.0	
redactedQ31tokens169characters	1.0	
kompensiere	1.0	
Räschte	1.0	
fählend	1.0	
nämlech	1.0	
Strand	1.0	
Gfahr	1.0	
glych	1.0	
ziemlech	1.0	
Macher	1.0	
Manne	1.0	
anstatt	1.0	
gsuecht	1.0	
Bode	1.0	
Wys	1.0	
irgend	1.0	
abgränze	1.0	
nöch	1.0	
sötte	1.0	
Fründe	1.0	
Iri	1.0	
drahänke	1.0	
Graniumchischtli	1.0	
yboue	1.0	
redactedQ9tokens58characters	1.0	
scheint	1.0	
Raum	1.0	
braucht	1.0	
euch	1.0	
respektieren	1.0	
berüehrt	1.0	
hoffi	1.0	
derby	1.0	
chlyn	1.0	
prakti	1.0	
ji	1.0	
äbe	1.0	
Det	1.0	
redactedQ11tokens55characters	1.0	
ewa	1.0	
redactedQ14tokens72characters	1.0	
Ououou	1.0	
Geenau	1.0	
Auso	1.0	1.0
deför	1.0	
redactedQ13tokens58characters	1.0	
afe	1.0	
redactedQ3tokens23characters	1.0	
schaf	1.0	
wöu	1.0	
Tzz	1.0	
redactedQ10tokens48characters	1.0	
verstohs	1.0	
Dehaut	1.0	
emojiQclappingHandsSign	1.0	
Demfau	1.0	
rüehrt	1.0	
Hanem	1.0	
redactedQ13tokens70characters	1.0	
Juhu	1.0	
1.20	1.0	
gfühlschaos	1.0	
option	1.0	
Aaaah	1.0	
ahgno	1.0	
redactedQ12tokens62characters	1.0	
erkönnt	1.0	
redactedQ13tokens78characters	1.0	
emojiQfaceWithStuckOutTongue	1.0	
wärbig	1.0	
Klässler	1.0	
5.	1.0	
Vlt	1.0	
vögel	1.0	
zeigsch	1.0	
Sell	1.0	
zuegäh	1.0	
Muss	1.0	
marianna	1.0	
chonnt	1.0	
film	1.0	
anschinend	1.0	
früehlig	1.0	
spezielli	1.0	
muetig	1.0	
fendes	1.0	
usefende	1.0	
vermuetet	1.0	
wiis	1.0	
art	1.0	
ehrlechkeit	1.0	
weisi	1.0	
Bestoht	1.0	
dech	1.0	
steff	1.0	
erwartisch	1.0	
verlamge	1.0	
öber	1.0	
redactedQ21tokens130characters	1.0	
ufhole	1.0	
be	1.0	
abegheit	1.0	
note	1.0	
gsehs	1.0	
bescht	1.0	
armseelig	1.0	
maturapriis	1.0	
wörd	1.0	
aflehe	1.0	
blei	1.0	
redactedQ5tokens18characters	1.0	
umehopse	1.0	
trampolin	1.0	
bätte	1.0	
Eis	1.0	
schempfwort	1.0	
persönlech	1.0	
fend	1.0	
domm	1.0	
komische	1.0	
warschinli	1.0	
distanz	1.0	
redactedQ12tokens51characters	1.0	
Bereusch	1.0	
alegge	1.0	
verarbeite	1.0	
Hed	1.0	
Eifac	1.0	
näbe	1.0	
Gloub	1.0	
gäud	1.0	
Komisch	1.0	
latzhose	1.0	
luegemer	1.0	
redactedQ17tokens75characters	1.0	
guugerträffe	1.0	
zroggchonnt	1.0	
ere	1.0	
Houptsach	1.0	
verantworte	1.0	
Hö	1.0	
mirja	1.0	
redactedQ18tokens96characters	1.0	
erkläre	1.0	
mösse	1.0	
jugendleche	1.0	
änglisch	1.0	
arm	1.0	
organisiere	1.0	
redactedQ16tokens73characters	1.0	
erscht	1.0	
21	1.0	
sett	1.0	
nummer	1.0	
mitteilt	1.0	
jedem	1.0	
hintergrund	1.0	
vilicht	1.0	
grilliert	1.0	
obedra	1.0	
mama	1.0	
übel	1.0	
juni	1.0	
ui	1.0	
tasse	1.0	
ustrunke	1.0	
schluck	1.0	
einzige	1.0	
winti	1.0	
sgliche	1.0	
psychologie	1.0	
pädagogik	1.0	
biologie	1.0	
human	1.0	
Parkiere	1.0	
benide	1.0	
stutzig	1.0	
böd	1.0	
garage	1.0	
verdonnert	1.0	
bürgle	1.0	
stick	1.0	
Machmer	1.0	
nef	1.0	
sicho	1.0	
vignette	1.0	
erlaubsch	1.0	
hart	1.0	
jedoch	1.0	
weinfelden	1.0	
ag	1.0	
behandeln	1.0	
vertraulich	1.0	
information	1.0	
gfroged	1.0	
denked	1.0	
checkeds	1.0	
batilde	1.0	
speziell	1.0	
Nüt	1.0	
eifacht	1.0	
viellicht	1.0	
probearbeite	1.0	
Mol	1.0	
Heyhey	1.0	
5i	1.0	
merciii	1.0	
redactedQ21tokens119characters	1.0	
Nacht	1.0	
ablänke	1.0	
London	1.0	
redactedQ21tokens105characters	1.0	
Band	1.0	
usegfunge	1.0	
Derfür	1.0	
;P	1.0	
erfougrich	1.0	
chöi	1.0	
redactedQ28tokens123characters	1.0	
ÖV	1.0	
mitm	1.0	
re	1.0	
Schluss	1.0	
Skype	1.0	
Meinig	1.0	
Ketut	1.0	
sone	1.0	
eismau	1.0	
viu	1.0	1.0
Stap	1.0	
Mami	1.0	
dert	1.0	
Soooorry	1.0	
ersch	1.0	
Usserdäm	1.0	
hässig	1.0	
37	1.0	
34	1.0	
KW	1.0	
xxxxxxxxxxxxxxxxxx@yyyyyy.ch	1.0	
Geburtstag	1.0	
Gueti	1.0	
aues	1.0	
Härze	1.0	
ganzem	1.0	
verbi	1.0	
jetze	1.0	
schnäu	1.0	
Casper	1.0	
persööönlich	1.0	
emojiQwhiteHeavyCheckMark	1.0	
besteisch	1.0	
problemlos	1.0	
heibrocht	1.0	
Auto	1.0	
agmacht	1.0	
Deitige	1.0	
glade	1.0	
anhin	1.0	
iergendwo	1.0	
dvorträg	1.0	
fröimi	1.0	
Yeah	1.0	
redactedQ12tokens66characters	1.0	
rekla	1.0	
ashu	1.0	
prekjuce	1.0	
sam	1.0	
To	1.0	
moze	1.0	
Rekli	1.0	
davo	1.0	
Tako	1.0	
flug	1.0	
buechemer	1.0	
vielmoool	1.0	
nocher	1.0	
hüle	1.0	
grennt	1.0	
fach	1.0	
weles	1.0	
wönd	1.0	
Daphné	1.0	
zschniede	1.0	
wenigschtens	1.0	
lächerlich	1.0	
hilfriich	1.0	
Antstatt	1.0	
jein	1.0	
redactedQ17tokens99characters	1.0	
redactedQ21tokens194characters	1.0	
rückmäudig	1.0	
augemein	1.0	
iz	1.0	
reagiere	1.0	
unis	1.0	
einzelne	1.0	
vorstöue	1.0	
Chammer	1.0	
müesam	1.0	
realisiert	1.0	
baud	1.0	1.0
Hamer	1.0	
la	1.0	
laht	1.0	
lallo	1.0	
gsej	1.0	
hiiwiis	1.0	
vl	1.0	
söttesis	1.0	
verbott	1.0	
bob	1.0	
kinnlange	1.0	
dobro	1.0	
Pa	1.0	
hoi	1.0	
verwarnig	1.0	
verchäufer	1.0	
neuii	1.0	
dunschtig	1.0	
sitem	1.0	
spontan	1.0	
termine	1.0	
strukturiert	1.0	
chöntisch	1.0	
wechlisch	1.0	
ergriffsch	1.0	
initiative	1.0	
chönds	1.0	
willd	1.0	
lehr	1.0	
verlauf	1.0	
müends	1.0	
verlangsch	1.0	
durezieh	1.0	
plane	1.0	
wies	1.0	
denäbed	1.0	
install	1.0	
bildschirm	1.0	
istelle	1.0	
pferdefleisch	1.0	
Ju	1.0	
beleidigt	1.0	
backe	1.0	
dunkel	1.0	
lampe	1.0	
Tiziano	1.0	
produkt	1.0	
dütsche	1.0	
wahrschinli	1.0	
Zamisli	1.0	
wos	1.0	
lustig	1.0	
miona	1.0	
Moze	1.0	
redactedQ15tokens88characters	1.0	
organisiert	1.0	
geburtstagsparty	1.0	
gschenk	1.0	
bessers	1.0	
soooo	1.0	
empfohle	1.0	
ander	1.0	
redactedQ37tokens193characters	1.0	
Betti	1.0	
kenne	1.0	
ETH	1.0	
schiene	1.0	
öper	1.0	
Kiessling	1.0	
Reaktion	1.0	
Basel	1.0	
glicht	1.0	
hoffentli	1.0	
rächts	1.0	
redactedQ1tokens20characters	1.0	
starch	1.0	
gspürt	1.0	
schüsse	1.0	
Salatic	1.0	
lønd	1.0	
nød	1.0	
redactedQ9tokens56characters	1.0	
Ahnig	1.0	
Gfühl	1.0	
Fans	1.0	
Spiler	1.0	
Gsichter	1.0	
Jetz	1.0	
redactedQ14tokens69characters	1.0	
sunnegsinteret	1.0	
Freiziit	1.0	
dänkes	1.0	
Assistent	1.0	
gess	1.0	
bewiise	1.0	
lav	1.0	
thermo	1.0	
lücke	1.0	
Finde	1.0	
bitter	1.0	
spielzüg	1.0	
sim	1.0	
chönns	1.0	
veröffentlichen	1.0	
Website	1.0	
Zwischentests	1.0	
rici	1.0	
koche	1.0	
machtme	1.0	
Gfunde	1.0	
polybahn	1.0	
früener	1.0	
gestert	1.0	
dozent	1.0	
heigi	1.0	
Genau	1.0	
public	1.0	
Europaallee	1.0	
ernst	1.0	
glaubsch	1.0	
gredt	1.0	
nachr	1.0	
schlaf	1.0	
kusseli	1.0	
dariöggelii	1.0	
gratuliere	1.0	
wuhuuu	1.0	
schicks	1.0	
wels	1.0	
behunt	1.0	
uni	1.0	
zimmrr	1.0	
tüfel	1.0	
lala	1.0	
zack	1.0	
heiland	1.0	
gaang	1.0	
gaaang	1.0	
wobi	1.0	
dankee	1.0	
hahahha	1.0	
obline	1.0	
wel	1.0	
redactedQ8tokens47characters	1.0	
:(((	1.0	
wen	1.0	
chaners	1.0	
statistik	1.0	
weli	1.0	
Leid	1.0	
tutmer	1.0	
atönt	1.0	
konstant	1.0	
alternierend	1.0	
Dier	1.0	
gwisst	1.0	
ischetze	1.0	
hite	1.0	
traiming	1.0	
cati	1.0	
hmmm	1.0	
ufff	1.0	
haltet	1.0	
gian	1.0	
verzeiht	1.0	
wends	1.0	
bringets	1.0	
prüefige	1.0	
ol	1.0	
Hendr	1.0	
Cooli	1.0	
falsch	1.0	
raucht	1.0	
zeit	1.0	
Lange	1.0	
wartete	1.0	
ausmalen	1.0	
Fantasie	1.0	
ausgefallenen	1.0	
meiner	1.0	
Nähe	1.0	
seiner	1.0	
Sekunde	1.0	
genoss	1.0	
chekt	1.0	
zemme	1.0	
shisst	1.0	
bruefsbildnerin	1.0	
dankedankedanke	1.0	
shiss	1.0	
treume	1.0	
stranges	1.0	
shild	1.0	
nem	1.0	
stahts	1.0	
redactedQ6tokens36characters	1.0	
jaaa	1.0	
nimmts	1.0	
dieses	1.0	
emojiQbabyAngel	1.0	
erstunt	1.0	
auso	1.0	1.0
Prüefige	1.0	
versetzt	1.0	
aui	1.0	
Fiat	1.0	
Mitem	1.0	
redactedQ8tokens43characters	1.0	
fröid	1.0	
är	1.0	
:-/	1.0	
Jahr	1.0	
regel	1.0	
kennsh	1.0	
tiptop	1.0	
halli	1.0	
hahahahaha	1.0	
glanget	1.0	
arsh	1.0	
arbeiten	1.0	
Dass	1.0	
Zeiten	1.0	
redactedQ15tokens71characters	1.0	
wot	1.0	
körper	1.0	
widerhole	1.0	
lenker	1.0	
sattel	1.0	
dassme	1.0	
glese	1.0	
Zytig	1.0	
fahr	1.0	
winzige	1.0	
ticino	1.0	
Polenta	1.0	
emojiQearOfMaize	1.0	
Italia	1.0	
Happedibuppedi	1.0	
platziert	1.0	
niene	1.0	
wonis	1.0	
ischmer	1.0	
ufgab	1.0	
richte	1.0	
matrix	1.0	
formle	1.0	
Sovill	1.0	
kapitel	1.0	
chopf	1.0	
vrstellt	1.0	
angeri	1.0	
heisi	1.0	
Watt	1.0	
lehrjahr	1.0	
glernt	1.0	
gäu	1.0	
ztüe	1.0	
systemer	1.0	
autä	1.0	
vorgrächnät	1.0	
hanim	1.0	
watt	1.0	
halogen	1.0	
isteuä	1.0	
wwf	1.0	
näch	1.0	
cheut	1.0	
churztest	1.0	
sound	1.0	
ac	1.0	
p	1.0	
sicherheit	1.0	
gibä	1.0	
befriedigend	1.0	
smart	1.0	
mitgabge	1.0	
gfrogt	1.0	
hetto	1.0	
mum	1.0	
hoffentlich	1.0	
wennt	1.0	
segemer	1.0	
!?	1.0	
wetsch	1.0	
mannschaft	1.0	1.0
geg	1.0	
bvb	1.0	
fairsi	1.0	
wennd	1.0	
jageell	1.0	
prüeft	1.0	
mmh	1.0	
jahuere	1.0	
ufd	1.0	
uufpasst	1.0	
striitet	1.0	
whyy	1.0	
beklagt	1.0	
nee	1.0	
sichergaah	1.0	
dure	1.0	
finded	1.0	
oouuu	1.0	
drübere	1.0	
siicher	1.0	
tiphaine	1.0	
verhältnis	1.0	
buure	1.0	
muahhaha	1.0	
;(	1.0	
gsii	1.0	
chaufe	1.0	
skiisache	1.0	
Salii	1.0	
pisch	1.0	
emojiQblueHeart	1.0	
chent	1.0	
iwüsst	1.0	
Tueter	1.0	
ufzhöre	1.0	
segi	1.0	
nechstmal	1.0	
bestande	1.0	
iedefalls	1.0	
staht	1.0	
ihrs	1.0	
verstecktdass	1.0	
bimir	1.0	
scherz	1.0	
vorprogrammiert	1.0	
drama	1.0	
fern	1.0	
happy	1.0	
drucke	1.0	
dume	1.0	
lol	1.0	
hoffemer	1.0	
spil	1.0	
ufgschriebe	1.0	
Merciii	1.0	
zite	1.0	
bracht	1.0	
genial	1.0	
emfall	1.0	
gfallt	1.0	
verdient	1.0	
verchratz	1.0	
schlimm	1.0	
heichum	1.0	
sturm	1.0	
wartet	1.0	
duschi	1.0	
lahni	1.0	
heey	1.0	
sisbroehrewort	1.0	
Neee	1.0	
töggele	1.0	
lui	1.0	
leur	1.0	
janed	1.0	
ouu	1.0	
instaa	1.0	
folge	1.0	
üsserliche	1.0	
ufgrund	1.0	
urteilsch	1.0	
ifersüchtig	1.0	
verpisse	1.0	
wixxerin	1.0	
ignoriers	1.0	
Antworte	1.0	
y	1.0	
dankeeh	1.0	
awww	1.0	
pls	1.0	
mobbing	1.0	
nieeeeeee	1.0	
ahgrichtet	1.0	
seiter	1.0	
shit	1.0	
hhah	1.0	
Célestine	1.0	
kloster	1.0	
anschiinend	1.0	
maron	1.0	
photoshop	1.0	
diir	1.0	
gahz	1.0	
psshtt	1.0	
klarisa	1.0	
exfründin	1.0	
hormon	1.0	
buchspeicheldrüse	1.0	
usglacht	1.0	
hanen	1.0	
denenimmer	1.0	
célestine	1.0	
ahne	1.0	
kompizimmer	1.0	
vors	1.0	
Letschrmal	1.0	
hahahaah	1.0	
verlege	1.0	
lacht	1.0	
alug	1.0	
Hopro	1.0	
heh	1.0	
Chan	1.0	
lesbisch	1.0	
fühle	1.0	
joo	1.0	
irwie	1.0	
aglüte	1.0	
Chamer	1.0	
hundesôhn	1.0	
Schmutz	1.0	
schwümme	1.0	
äuä	1.0	
umeschrei	1.0	
sonern	1.0	
autogramm	1.0	
freegt	1.0	
profil	1.0	
abgheit	1.0	
;€	1.0	
draht	1.0	
bezahlt	1.0	
show	1.0	
'd	1.0	
wecke	1.0	
dad	1.0	
schüsst	1.0	
ziel	1.0	
mitnimmsch	1.0	
;)*	1.0	
:00	1.0	
derb	1.0	
klassebuech	1.0	
verbicho	1.0	
hilft	1.0	
-.-	1.0	1.0
blöööd	1.0	
zemeschisst	1.0	
echti	1.0	
h	1.0	
HahA	1.0	
sochlii	1.0	
bonz	1.0	
tztztz	1.0	
somene	1.0	
ellei	1.0	
doppelfick	1.0	
wellä	1.0	
grössere	1.0	
armselig	1.0	
iaaa	1.0	
roll	1.0	
cm	1.0	
zettel	1.0	
ft	1.0	
iiträge	1.0	
lehrer	1.0	
stahsch	1.0	
eigentich	1.0	
offiziell	1.0	
Machsch	1.0	
bizbringe	1.0	
ihrere	1.0	
linda	1.0	
tschentelman	1.0	
quasi	1.0	
nedmal	1.0	
oww	1.0	
hankei	1.0	
heii	1.0	
nechst	1.0	
gseiht	1.0	
rose	1.0	
epperem	1.0	
hahahhahaah	1.0	
hahhhahah	1.0	
erwahrtet	1.0	
hahahahahaha	1.0	
alsoo	1.0	
carlos	1.0	
bruchschs	1.0	
bezwiefle	1.0	
esff	1.0	
herz	1.0	
ganzganz	1.0	
shlecht	1.0	
murni	1.0	
agent	1.0	
weismer	1.0	
bestaht	1.0	
verteilt	1.0	
snickers	1.0	
kämpfe	1.0	
muesi	1.0	
bluet	1.0	
mittel	1.0	
somne	1.0	
Dasmal	1.0	
mri	1.0	
chliini	1.0	
operiere	1.0	
pflaster	1.0	
entzündet	1.0	
total	1.0	
mul	1.0	
wasser	1.0	
OP	1.0	
Suscht	1.0	
basebad	1.0	
tolle	1.0	
bestätgt	1.0	
hypnotisiere	1.0	
duu	1.0	
iih	1.0	
gymi	1.0	
iasho	1.0	
chopfwehhh	1.0	
beschneiden	1.0	
foto	1.0	
unten	1.0	
alleine	1.0	
j-sisters	1.0	
anebracht	1.0	
begriffr	1.0	
Vill	1.0	
bechunnt	1.0	
redactedQ11tokens61characters	1.0	
Jaaaaa	1.0	
redactedQ20tokens96characters	1.0	
inzieh	1.0	
lahn	1.0	
erprsse	1.0	
nimmt	1.0	
gruppe	1.0	
kontext	1.0	
verdrängt	1.0	
wegneh	1.0	
höcklet	1.0	
zarah	1.0	
bedenkt	1.0	
Wemmer	1.0	
immo	1.0	
vowege	1.0	
wad	1.0	
ush	1.0	
zürcher	1.0	
wassi	1.0	
weil	1.0	
nämloch	1.0	
redactedQ21tokens98characters	1.0	
redactedQ29tokens154characters	1.0	
redactedQ21tokens114characters	1.0	
muetto	1.0	
minere	1.0	
Abo	1.0	
monat	1.0	
gaaaaaaanz	1.0	
Sötshm	1.0	
nötig	1.0	
zwingend	1.0	
erwecke	1.0	
idruck	1.0	
chönt	1.0	
emojiQfaceWithoutMouth	1.0	
bovors	1.0	
afangt	1.0	
ärgere	1.0	
bereits	1.0	
smile	1.0	
ufghellt	1.0	
wach	1.0	
Klaro	1.0	
action	1.0	
astrid	1.0	
ger	1.0	
redactedQ12tokens64characters	1.0	
redactedQ18tokens102characters	1.0	
abgschlosse	1.0	
gröl	1.0	
demig	1.0	
bearbeite	1.0	
till	1.0	
raffaella	1.0	
erinnern	1.0	
würden	1.0	
Antragsstellerin	1.0	
geehrte	1.0	
vostande	1.0	
auge	1.0	
weils	1.0	
Asoo	1.0	
Jouuu	1.0	
Igewo	1.0	
wenner	1.0	
pipelette	1.0	
cafi	1.0	
spaziere	1.0	
agschisse	1.0	
schwieriger	1.0	
Test	1.0	
womer	1.0	
neeii	1.0	
weissscho	1.0	
schlussgmacht	1.0	
hilfeee	1.0	
iammeret	1.0	
*O*	1.0	
hot	1.0	
ohahaha	1.0	
sait	1.0	
ufo	1.0	
bruchsch	1.0	
jsa	1.0	
aaber	1.0	
überhaubt	1.0	
abzehlbar	1.0	
N	1.0	
schwatztante	1.0	
driss	1.0	
hoher	1.0	
ernscht	1.0	
Jaavooll	1.0	
zwiiflet	1.0	
raktion	1.0	
mom	1.0	
berkay	1.0	
regt	1.0	
begeisteret	1.0	
maitli	1.0	
gahts	1.0	
näh	1.0	
geili	1.0	
niedriger	1.0	
entschuldiget	1.0	
schlechts	1.0	
sondern	1.0	
bös	1.0	
drozdem	1.0	
dfbpokal	1.0	
powerpointpräsentation	1.0	
link	1.0	
bring	1.0	
schmelzpunkt	1.0	
fregt	1.0	
ahzeigt	1.0	
Mid	1.0	
whats	1.0	
füren	1.0	
beachten	1.0	
Zumutbarkeit	1.0	
Beurteilung	1.0	
Teilzeit	1.0	
uflege	1.0	
wegen	1.0	
wiss	1.0	1.0
schwanger	1.0	
umshribe	1.0	
züri	1.0	
chrchr	1.0	
emojiQwhiteUpPointingBackhandIndex	1.0	
ober	1.0	
Jaashoo	1.0	
dat	1.0	
Yuwwe	1.0	
shribsh	1.0	
oche	1.0	
denkd	1.0	
umegloffe	1.0	
swear	1.0	
s15	1.0	
nacktmolch	1.0	
Aaaaaaaaaaaah	1.0	
Unentschidä	1.0	
geeil	1.0	
gspeicheret	1.0	
schiick	1.0	
egaal	1.0	
nerven	1.0	
Worten	1.0	
menschen	1.0	
unschuldige	1.0	
musvhen	1.0	
müsse	1.0	
hesxh	1.0	
huuere	1.0	
chotz	1.0	
adé	1.0	
leus	1.0	
caro	1.0	
tima	1.0	
berk	1.0	
sherin	1.0	
heft	1.0	
blaue	1.0	
wart	1.0	
fascht	1.0	
irr	1.0	
untergwichtig	1.0	
wichtigste	1.0	
Alta	1.0	
Ufpasse	1.0	
https://www.youtube.com/watch?v=nGdFHJXciAQ&feature=youtube_gdata_player	1.0	
Winter	1.0	
Seasons	1.0	
Four	1.0	
Vivaldi	1.0	
wunshdenke	1.0	
Bestrafe	1.0	
Woe	1.0	
beshdi	1.0	
feststell	1.0	
usprobier	1.0	
dassis	1.0	
üveleitw	1.0	
std.	1.0	
halb	1.0	
shwach	1.0	
verstrahlt	1.0	
beshd	1.0	
Lieb	1.0	1.0
ziile	1.0	
redactedQ10tokens42characters	1.0	
Epic	1.0	
igshlafe	1.0	
Froi	1.0	
redactedQ29tokens141characters	1.0	
Bild	1.0	
wahr	1.0	
Spielen	1.0	
Männo	1.0	
bad	1.0	
Breaking	1.0	
Früeh	1.0	
wiederholig	1.0	
später	1.0	
klargmacht	1.0	
vomnem	1.0	
Shnukkiiih	1.0	
Sg	1.0	
redactedQ4tokens12characters	1.0	
isher	1.0	
verbringe	1.0	
Wett	1.0	
livestream	1.0	
händ	1.0	1.0
Hé	1.0	
Okee	1.0	
redactedQ5tokens39characters	1.0	
xeot	1.0	
shrenkt	1.0	
gluegt	1.0	
Soo	1.0	
ladet	1.0	
ballet	1.0	
Sit	1.0	
zemmepasse	1.0	
würed	1.0	
horror	1.0	
albtreum	1.0	
Ii	1.0	
zrugg-	1.0	
Gruess	1.0	
redactedQ21tokens118characters	1.0	
redactedQ7tokens47characters	1.0	
morged	1.0	
gschtandä-au	1.0	
Pub	1.0	
Kanonä-sssssssss	1.0	
Gfaar	1.0	
Fischzucht	1.0	
Wäg	1.0	
deichä	1.0	
Haus	1.0	
ausser	1.0	
Möchtegernchefchen	1.0	
Deichä	1.0	
palletti	1.0	
shads	1.0	
usw	1.0	
zb	1.0	
Hasi	1.0	
Weg	1.0	
chleid	1.0	
Yaa	1.0	
redactedQ4tokens32characters	1.0	
weekens	1.0	
nächst	1.0	
volles	1.0	
wettsh	1.0	
redactedQ25tokens123characters	1.0	
gstriichlet	1.0	
Schlangebiss	1.0	
abhängig	1.0	
grey	1.0	
Stirling	1.0	
Asonächi	1.0	
marktplatz	1.0	
redactedQ19tokens99characters	1.0	
Shnukkoladö	1.0	
http://www.eroticprague.com/girl/linda-8/	1.0	
http://www.eroticprague.com/girl/katy/	1.0	
Vlkt	1.0	
Iversucht	1.0	
Égal	1.0	
Sho	1.0	
Fiiix	1.0	
zweit	1.0	
gflüstered	1.0	
ohr	1.0	
chackalacka	1.0	
schackalacka	1.0	
nemli	1.0	
emojiQpersonFrowning	1.0	
Heisst	1.0	
redactedQ13tokens71characters	1.0	
Selbr	1.0	
Zwenig	1.0	
Aaah	1.0	
redactedQ26tokens144characters	1.0	
ya	1.0	
muesh	1.0	
verbrevhe	1.0	
Sones	1.0	
Usserdem	1.0	
ahkah	1.0	
hetsi	1.0	
klamotte	1.0	
fetish	1.0	
8.15	1.0	
gegeteil	1.0	
gwünsht	1.0	
chackawacka	1.0	
heshs	1.0	
blaskarriere	1.0	
Shluss	1.0	
umbedinngt	1.0	
vidéo	1.0	
Brutals	1.0	
Muesh	1.0	
baum	1.0	
Amnem	1.0	
nois	1.0	
dehinter	1.0	
kraft	1.0	
durch	1.0	
überlebt	1.0	
huestish	1.0	
erwähne	1.0	
mitbewohner	1.0	
Neue	1.0	
züglet	1.0	
wohnig	1.0	
agleit	1.0	
sovielne	1.0	
hetted	1.0	
Anderi	1.0	
Akzeptier	1.0	
vorallem	1.0	
gömmer	1.0	
erdahrig	1.0	
Vorher	1.0	
bade	1.0	
uscho	1.0	
Nacher	1.0	
xe	1.0	
immervdoppelt	1.0	
marcelo	1.0	
spieler	1.0	
verliert	1.0	
Ahänger	1.0	
eigene	1.0	
masse	1.0	
hohi	1.0	
Neutronestern	1.0	
aluegt	1.0	
galaxie	1.0	
nachbar	1.0	
oisi	1.0	
adromeda	1.0	
Chum	1.0	
unnötig	1.0	
Öppe	1.0	
Shnuxxii	1.0	
fuessballs	1.0	
Justin	1.0	
krasse	1.0	
Reg	1.0	
sammle	1.0	
cavani	1.0	
auna	1.0	
Pag	1.0	
messi	1.0	
kommentator	1.0	
Shiit	1.0	
dri	1.0	
zweits	1.0	
segs	1.0	
Nix	1.0	
redactedQ13tokens75characters	1.0	
ère	1.0	
lushd	1.0	
wosh	1.0	
alege	1.0	
unnòtig	1.0	
feshd	1.0	
manques	1.0	
tu	1.0	
Psst	1.0	
Hoihoi	1.0	
dei	1.0	
geilst	1.0	
shö	1.0	
fahsch	1.0	
chlii	1.0	
verstahni	1.0	
liids	1.0	
Absicht	1.0	
nah	1.0	
Schribsch	1.0	
anderem	1.0	
Under	1.0	
